|dates|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Norfolk_Virginia_UnitedStates.NYT_ConfirmedCases.data|Norfolk_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|25653.0|0|25653.0|0|361.0|0|0.0|100
0|2021-12-14|25653.0|0|25701.0|0|361.0|0|0.0|100
0|2021-12-15|25770.0|0|25770.0|0|362.0|0|0.0|100
0|2021-12-16|25809.0|0|25809.0|0|363.0|0|0.0|100
0|2021-12-17|25848.0|0|25848.0|0|364.0|0|0.0|100
0|2021-12-18|25848.0|0|25848.0|0|364.0|0|0.0|100
0|2021-12-19|25848.0|0|25848.0|0|364.0|0|0.0|100
0|2021-12-20|26012.0|0|26012.0|0|364.0|0|0.0|100
0|2021-12-21|26061.0|0|26061.0|0|365.0|0|0.0|100
0|2021-12-22|26061.0|0|26146.0|0|365.0|0|0.0|100
0|2021-12-23|26255.0|0|26255.0|0|366.0|0|0.0|100
0|2021-12-24|26417.0|0|26417.0|0|367.0|0|0.0|100
0|2021-12-25|26417.0|0|26417.0|0|367.0|0|0.0|100
0|2021-12-26|26417.0|0|26417.0|0|367.0|0|0.0|100
0|2021-12-27|26781.0|0|26781.0|0|367.0|0|0.0|100
0|2021-12-28|26888.0|0|26888.0|0|369.0|0|0.0|100
0|2021-12-29|27175.0|0|27175.0|0|369.0|0|0.0|100
0|2021-12-30|27564.0|0|27564.0|0|370.0|0|0.0|100
0|2021-12-31|27953.0|0|27953.0|0|370.0|0|0.0|100
0|2022-01-01|27953.0|0|27953.0|0|370.0|0|0.0|100
0|2022-01-02|27953.0|0|27953.0|0|370.0|0|0.0|100
0|2022-01-03|29090.0|0|29090.0|0|370.0|0|0.0|100
0|2022-01-04|29453.0|0|29453.0|0|370.0|0|0.0|100
0|2022-01-05|29780.0|0|29780.0|0|370.0|0|0.0|100
0|2022-01-06|30292.0|0|30292.0|0|370.0|0|0.0|100
0|2022-01-07|30934.0|0|30934.0|0|370.0|0|0.0|100
0|2022-01-08|30934.0|0|30934.0|0|370.0|0|0.0|100
0|2022-01-09|30934.0|0|30934.0|0|370.0|0|0.0|100
0|2022-01-10|32679.0|0|32679.0|0|370.0|0|0.0|100
0|2022-01-11|33129.0|0|33129.0|0|372.0|0|0.0|100
0|2022-01-12|33601.0|0|33601.0|0|372.0|0|0.0|100
0|2022-01-13|33601.0|0|34173.0|0|372.0|0|0.0|100
0|2022-01-14|34647.0|0|34647.0|0|371.0|0|0.0|100
0|2022-01-15|34647.0|0|34647.0|0|371.0|0|0.0|100
0|2022-01-16|34647.0|0|34647.0|0|371.0|0|0.0|100
0|2022-01-17|36315.0|0|0.0|100|371.0|0|0.0|100
