|dates|Malheur_Oregon_UnitedStates.JHU_ConfirmedCases.data|Malheur_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Malheur_Oregon_UnitedStates.NYT_ConfirmedCases.data|Malheur_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Malheur_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Malheur_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Malheur_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Malheur_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|6089.0|0|6089.0|0|94.0|0|0.0|100
0|2022-01-05|6103.0|0|6103.0|0|94.0|0|0.0|100
0|2022-01-06|6136.0|0|6136.0|0|94.0|0|0.0|100
0|2022-01-07|6176.0|0|6176.0|0|94.0|0|0.0|100
0|2022-01-08|6176.0|0|6176.0|0|94.0|0|0.0|100
0|2022-01-09|6176.0|0|6176.0|0|94.0|0|0.0|100
0|2022-01-10|6207.0|0|6207.0|0|94.0|0|0.0|100
0|2022-01-11|6284.0|0|6284.0|0|95.0|0|0.0|100
0|2022-01-12|6330.0|0|6330.0|0|95.0|0|0.0|100
0|2022-01-13|6330.0|0|6376.0|0|95.0|0|0.0|100
0|2022-01-14|6529.0|0|6529.0|0|95.0|0|0.0|100
0|2022-01-15|6529.0|0|6529.0|0|95.0|0|0.0|100
0|2022-01-16|6529.0|0|6529.0|0|95.0|0|0.0|100
0|2022-01-17|6529.0|0|0.0|100|95.0|0|0.0|100
