|dates|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Barnwell_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Barnwell_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Barnwell_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-05|3906.0|0|3906.0|0|84.0|0|0.0|100
0|2021-11-06|3906.0|0|3906.0|0|84.0|0|0.0|100
0|2021-11-07|3906.0|0|3906.0|0|84.0|0|0.0|100
0|2021-11-08|3906.0|0|3906.0|0|85.0|0|0.0|100
0|2021-11-09|3907.0|0|3907.0|0|85.0|0|0.0|100
0|2021-11-10|3909.0|0|3909.0|0|85.0|0|0.0|100
0|2021-11-11|3909.0|0|3909.0|0|85.0|0|0.0|100
0|2021-11-12|3911.0|0|3911.0|0|85.0|0|0.0|100
0|2021-11-13|3911.0|0|3911.0|0|85.0|0|0.0|100
0|2021-11-14|3911.0|0|3911.0|0|85.0|0|0.0|100
0|2021-11-15|3915.0|0|3915.0|0|85.0|0|0.0|100
0|2021-11-16|3917.0|0|3917.0|0|85.0|0|0.0|100
0|2021-11-17|3917.0|0|3917.0|0|85.0|0|0.0|100
0|2021-11-18|3920.0|0|3920.0|0|85.0|0|0.0|100
0|2021-11-19|3926.0|0|3926.0|0|85.0|0|0.0|100
0|2021-11-20|3926.0|0|3926.0|0|85.0|0|0.0|100
0|2021-11-21|3926.0|0|3926.0|0|85.0|0|0.0|100
0|2021-11-22|3935.0|0|3935.0|0|85.0|0|0.0|100
0|2021-11-23|3936.0|0|3936.0|0|85.0|0|0.0|100
0|2021-11-24|3941.0|0|3941.0|0|85.0|0|0.0|100
0|2021-11-25|3941.0|0|3941.0|0|85.0|0|0.0|100
0|2021-11-26|3942.0|0|3941.0|0|85.0|0|0.0|100
0|2021-11-27|3942.0|0|3941.0|0|85.0|0|0.0|100
0|2021-11-28|3942.0|0|3941.0|0|85.0|0|0.0|100
0|2021-11-29|3946.0|0|3946.0|0|86.0|0|0.0|100
0|2021-11-30|3946.0|0|3946.0|0|86.0|0|0.0|100
0|2021-12-01|3951.0|0|3951.0|0|86.0|0|0.0|100
0|2021-12-02|3955.0|0|3955.0|0|86.0|0|0.0|100
0|2021-12-03|3958.0|0|3958.0|0|86.0|0|0.0|100
0|2021-12-04|3958.0|0|3958.0|0|86.0|0|0.0|100
0|2021-12-05|3958.0|0|3958.0|0|86.0|0|0.0|100
0|2021-12-06|3960.0|0|3959.0|0|86.0|0|0.0|100
0|2021-12-07|3959.0|0|3959.0|0|86.0|0|0.0|100
0|2021-12-08|3959.0|0|3959.0|0|87.0|0|0.0|100
0|2021-12-09|3963.0|0|3963.0|0|87.0|0|0.0|100
0|2021-12-10|3965.0|0|3965.0|0|88.0|0|0.0|100
0|2021-12-11|3965.0|0|3965.0|0|88.0|0|0.0|100
0|2021-12-12|3965.0|0|3965.0|0|88.0|0|0.0|100
0|2021-12-13|3974.0|0|3974.0|0|88.0|0|0.0|100
0|2021-12-14|3974.0|0|3981.0|0|88.0|0|0.0|100
0|2021-12-15|3983.0|0|3983.0|0|88.0|0|0.0|100
0|2021-12-16|3987.0|0|3987.0|0|88.0|0|0.0|100
0|2021-12-17|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-18|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-19|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-20|3995.0|0|3995.0|0|88.0|0|0.0|100
0|2021-12-21|3995.0|0|3995.0|0|88.0|0|0.0|100
0|2021-12-22|3990.0|0|3990.0|0|88.0|0|0.0|100
0|2021-12-23|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-24|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-25|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-26|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-27|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-28|3992.0|0|3992.0|0|88.0|0|0.0|100
0|2021-12-29|4020.0|0|4020.0|0|88.0|0|0.0|100
0|2021-12-30|4039.0|0|4039.0|0|88.0|0|0.0|100
0|2021-12-31|4060.0|0|4060.0|0|88.0|0|0.0|100
0|2022-01-01|4060.0|0|4060.0|0|88.0|0|0.0|100
0|2022-01-02|4060.0|0|4060.0|0|88.0|0|0.0|100
0|2022-01-03|4060.0|0|4060.0|0|88.0|0|0.0|100
0|2022-01-04|4148.0|0|4148.0|0|88.0|0|0.0|100
0|2022-01-05|4165.0|0|4165.0|0|88.0|0|0.0|100
0|2022-01-06|4219.0|0|4219.0|0|88.0|0|0.0|100
0|2022-01-07|4272.0|0|4272.0|0|88.0|0|0.0|100
0|2022-01-08|4272.0|0|4272.0|0|88.0|0|0.0|100
0|2022-01-09|4272.0|0|4272.0|0|88.0|0|0.0|100
0|2022-01-10|4468.0|0|4468.0|0|88.0|0|0.0|100
0|2022-01-11|4515.0|0|4515.0|0|88.0|0|0.0|100
0|2022-01-12|4536.0|0|4536.0|0|88.0|0|0.0|100
0|2022-01-13|4536.0|0|4586.0|0|88.0|0|0.0|100
0|2022-01-14|4651.0|0|4651.0|0|88.0|0|0.0|100
0|2022-01-15|4651.0|0|4651.0|0|88.0|0|0.0|100
0|2022-01-16|4651.0|0|4651.0|0|88.0|0|0.0|100
0|2022-01-17|4651.0|0|0.0|100|88.0|0|0.0|100
