|dates|Lee_Kentucky_UnitedStates.AverageDailyTemperature.data|Lee_Kentucky_UnitedStates.AverageDailyTemperature.missing|Lee_Kentucky_UnitedStates.AverageDewPoint.data|Lee_Kentucky_UnitedStates.AverageDewPoint.missing|Lee_Kentucky_UnitedStates.AverageRelativeHumidity.data|Lee_Kentucky_UnitedStates.AverageRelativeHumidity.missing|Lee_Kentucky_UnitedStates.AverageSurfaceAirPressure.data|Lee_Kentucky_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-11-21|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-22|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-23|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-24|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-25|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-26|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-27|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-28|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-29|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-11-30|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-01|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-02|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-03|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-04|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-05|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-06|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-07|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-08|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-09|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-10|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-11|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-12|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-13|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-14|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-15|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-16|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-17|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-18|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-19|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-20|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-21|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-22|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-23|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-24|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-25|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-26|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-27|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-28|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-29|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-30|40.0|0|0.0|100|64.0|0|0.0|100
0|2021-12-31|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-01|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-02|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-03|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-04|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-05|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-06|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-07|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-08|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-09|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-10|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-11|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-12|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-13|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-14|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-15|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-16|40.0|0|0.0|100|64.0|0|0.0|100
0|2022-01-17|40.0|0|0.0|100|64.0|0|0.0|100
