|dates|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.NYT_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.NYT_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|31438.0|0|31438.0|0|454.0|0|0.0|100
0|2021-12-07|31532.0|0|31532.0|0|456.0|0|0.0|100
0|2021-12-08|31566.0|0|31566.0|0|458.0|0|0.0|100
0|2021-12-09|31591.0|0|31591.0|0|461.0|0|0.0|100
0|2021-12-10|31626.0|0|31626.0|0|462.0|0|0.0|100
0|2021-12-11|31626.0|0|31626.0|0|462.0|0|0.0|100
0|2021-12-12|31626.0|0|31626.0|0|462.0|0|0.0|100
0|2021-12-13|31643.0|0|31643.0|0|462.0|0|0.0|100
0|2021-12-14|31643.0|0|31700.0|0|462.0|0|0.0|100
0|2021-12-15|31735.0|0|31735.0|0|465.0|0|0.0|100
0|2021-12-16|31754.0|0|31754.0|0|467.0|0|0.0|100
0|2021-12-17|31767.0|0|31767.0|0|468.0|0|0.0|100
0|2021-12-18|31767.0|0|31767.0|0|468.0|0|0.0|100
0|2021-12-19|31767.0|0|31767.0|0|468.0|0|0.0|100
0|2021-12-20|31788.0|0|31788.0|0|468.0|0|0.0|100
0|2021-12-21|31828.0|0|31828.0|0|468.0|0|0.0|100
0|2021-12-22|31873.0|0|31873.0|0|468.0|0|0.0|100
0|2021-12-23|31895.0|0|31895.0|0|468.0|0|0.0|100
0|2021-12-24|31895.0|0|31895.0|0|468.0|0|0.0|100
0|2021-12-25|31895.0|0|31895.0|0|468.0|0|0.0|100
0|2021-12-26|31895.0|0|31895.0|0|468.0|0|0.0|100
0|2021-12-27|31926.0|0|31926.0|0|470.0|0|0.0|100
0|2021-12-28|31993.0|0|31993.0|0|472.0|0|0.0|100
0|2021-12-29|32072.0|0|32072.0|0|473.0|0|0.0|100
0|2021-12-30|32133.0|0|32133.0|0|473.0|0|0.0|100
0|2021-12-31|32133.0|0|32133.0|0|473.0|0|0.0|100
0|2022-01-01|32133.0|0|32133.0|0|473.0|0|0.0|100
0|2022-01-02|32133.0|0|32133.0|0|473.0|0|0.0|100
0|2022-01-03|32247.0|0|32247.0|0|473.0|0|0.0|100
0|2022-01-04|32417.0|0|32417.0|0|475.0|0|0.0|100
0|2022-01-05|32613.0|0|32613.0|0|475.0|0|0.0|100
0|2022-01-06|32700.0|0|32700.0|0|475.0|0|0.0|100
0|2022-01-07|32849.0|0|32849.0|0|475.0|0|0.0|100
0|2022-01-08|32849.0|0|32849.0|0|475.0|0|0.0|100
0|2022-01-09|32849.0|0|32849.0|0|475.0|0|0.0|100
0|2022-01-10|33008.0|0|33008.0|0|475.0|0|0.0|100
0|2022-01-11|33206.0|0|33206.0|0|477.0|0|0.0|100
0|2022-01-12|33565.0|0|33565.0|0|477.0|0|0.0|100
0|2022-01-13|33565.0|0|33853.0|0|477.0|0|0.0|100
0|2022-01-14|34307.0|0|34307.0|0|481.0|0|0.0|100
0|2022-01-15|34307.0|0|34307.0|0|481.0|0|0.0|100
0|2022-01-16|34307.0|0|34307.0|0|481.0|0|0.0|100
0|2022-01-17|34307.0|0|0.0|100|481.0|0|0.0|100
