|dates|Scott_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Scott_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Scott_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Scott_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Scott_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Scott_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Scott_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Scott_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-23|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-24|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-25|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-26|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-27|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-28|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-29|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-11-30|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-01|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-02|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-03|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-04|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-05|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-06|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-07|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-08|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-09|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-10|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-11|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-12|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-13|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-14|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-15|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-16|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-17|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-18|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-19|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-20|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-21|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-22|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-23|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-24|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-25|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-26|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-27|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-28|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-29|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-30|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2021-12-31|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-01|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-02|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-03|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-04|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-05|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-06|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-07|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-08|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-09|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-10|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-11|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-12|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-13|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-14|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-15|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-16|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
0|2022-01-17|12721.0|0|635.0|0|4.754417490266547|0|13356.0|0
