|dates|Madison_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Madison_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Madison_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Madison_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Madison_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|6895.0|0|6895.0|0|44.0|0|0.0|100
0|2021-12-20|6927.0|0|6927.0|0|44.0|0|0.0|100
0|2021-12-21|6941.0|0|6941.0|0|44.0|0|0.0|100
0|2021-12-22|6961.0|0|6961.0|0|44.0|0|0.0|100
0|2021-12-23|6983.0|0|6983.0|0|44.0|0|0.0|100
0|2021-12-24|6983.0|0|6983.0|0|44.0|0|0.0|100
0|2021-12-25|6983.0|0|6983.0|0|44.0|0|0.0|100
0|2021-12-26|6983.0|0|6983.0|0|44.0|0|0.0|100
0|2021-12-27|6983.0|0|6983.0|0|44.0|0|0.0|100
0|2021-12-28|7023.0|0|7023.0|0|44.0|0|0.0|100
0|2021-12-29|7043.0|0|7043.0|0|44.0|0|0.0|100
0|2021-12-30|7068.0|0|7068.0|0|44.0|0|0.0|100
0|2021-12-31|7068.0|0|7068.0|0|44.0|0|0.0|100
0|2022-01-01|7068.0|0|7068.0|0|44.0|0|0.0|100
0|2022-01-02|7068.0|0|7068.0|0|44.0|0|0.0|100
0|2022-01-03|7141.0|0|7141.0|0|44.0|0|0.0|100
0|2022-01-04|7179.0|0|7179.0|0|44.0|0|0.0|100
0|2022-01-05|7215.0|0|7215.0|0|44.0|0|0.0|100
0|2022-01-06|7284.0|0|7284.0|0|44.0|0|0.0|100
0|2022-01-07|7326.0|0|7326.0|0|44.0|0|0.0|100
0|2022-01-08|7326.0|0|7326.0|0|44.0|0|0.0|100
0|2022-01-09|7326.0|0|7326.0|0|44.0|0|0.0|100
0|2022-01-10|7421.0|0|7421.0|0|44.0|0|0.0|100
0|2022-01-11|7521.0|0|7521.0|0|44.0|0|0.0|100
0|2022-01-12|7599.0|0|7599.0|0|44.0|0|0.0|100
0|2022-01-13|7599.0|0|7694.0|0|44.0|0|0.0|100
0|2022-01-14|7807.0|0|7807.0|0|44.0|0|0.0|100
0|2022-01-15|7807.0|0|7807.0|0|44.0|0|0.0|100
0|2022-01-16|7807.0|0|7807.0|0|44.0|0|0.0|100
0|2022-01-17|8004.0|0|0.0|100|44.0|0|0.0|100
