|dates|Grant_Washington_UnitedStates.JHU_ConfirmedCases.data|Grant_Washington_UnitedStates.JHU_ConfirmedCases.missing|Grant_Washington_UnitedStates.NYT_ConfirmedCases.data|Grant_Washington_UnitedStates.NYT_ConfirmedCases.missing|Grant_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|17437.0|0|18595.0|0|181.0|0|0.0|100
0|2021-12-24|17437.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-25|17437.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-26|17437.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-27|17504.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-28|17510.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-29|17547.0|0|18663.0|0|181.0|0|0.0|100
0|2021-12-30|17593.0|0|18759.0|0|181.0|0|0.0|100
0|2021-12-31|17593.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-01|17593.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-02|17593.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-03|17744.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-04|17768.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-05|17859.0|0|18855.0|0|181.0|0|0.0|100
0|2022-01-06|18019.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-07|18266.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-08|18266.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-09|18266.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-10|18616.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-11|18672.0|0|19357.0|0|182.0|0|0.0|100
0|2022-01-12|18975.0|0|19357.0|0|183.0|0|0.0|100
0|2022-01-13|18975.0|0|20618.0|0|183.0|0|0.0|100
0|2022-01-14|19491.0|0|20618.0|0|185.0|0|0.0|100
0|2022-01-15|19491.0|0|20618.0|0|185.0|0|0.0|100
0|2022-01-16|19491.0|0|20618.0|0|185.0|0|0.0|100
0|2022-01-17|19491.0|0|0.0|100|185.0|0|0.0|100
