|dates|Jackson_Oregon_UnitedStates.JHU_ConfirmedCases.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Oregon_UnitedStates.NYT_ConfirmedCases.data|Jackson_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|28050.0|0|28050.0|0|399.0|0|0.0|100
0|2022-01-07|28341.0|0|28341.0|0|399.0|0|0.0|100
0|2022-01-08|28341.0|0|28341.0|0|399.0|0|0.0|100
0|2022-01-09|28341.0|0|28341.0|0|399.0|0|0.0|100
0|2022-01-10|29236.0|0|29236.0|0|401.0|0|0.0|100
0|2022-01-11|29624.0|0|29624.0|0|404.0|0|0.0|100
0|2022-01-12|29998.0|0|29998.0|0|405.0|0|0.0|100
0|2022-01-13|29998.0|0|30502.0|0|405.0|0|0.0|100
0|2022-01-14|30929.0|0|30929.0|0|408.0|0|0.0|100
0|2022-01-15|30929.0|0|30929.0|0|408.0|0|0.0|100
0|2022-01-16|30929.0|0|30929.0|0|408.0|0|0.0|100
0|2022-01-17|30929.0|0|0.0|100|408.0|0|0.0|100
