|dates|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Walworth_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Walworth_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Walworth_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-26|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-27|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-28|1003.0|0|1008.0|0|19.0|0|0.0|100
0|2021-12-29|1015.0|0|1015.0|0|19.0|0|0.0|100
0|2021-12-30|1023.0|0|1023.0|0|19.0|0|0.0|100
0|2021-12-31|1023.0|0|1023.0|0|19.0|0|0.0|100
0|2022-01-01|1023.0|0|1023.0|0|19.0|0|0.0|100
0|2022-01-02|1023.0|0|1023.0|0|19.0|0|0.0|100
0|2022-01-03|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2022-01-04|1040.0|0|1040.0|0|19.0|0|0.0|100
0|2022-01-05|1058.0|0|1058.0|0|19.0|0|0.0|100
0|2022-01-06|1062.0|0|1062.0|0|19.0|0|0.0|100
0|2022-01-07|1065.0|0|1065.0|0|20.0|0|0.0|100
0|2022-01-08|1065.0|0|1065.0|0|20.0|0|0.0|100
0|2022-01-09|1065.0|0|1065.0|0|20.0|0|0.0|100
0|2022-01-10|1072.0|0|1072.0|0|20.0|0|0.0|100
0|2022-01-11|1084.0|0|1084.0|0|20.0|0|0.0|100
0|2022-01-12|1088.0|0|1088.0|0|20.0|0|0.0|100
0|2022-01-13|1088.0|0|1098.0|0|20.0|0|0.0|100
0|2022-01-14|1098.0|0|1112.0|0|20.0|0|0.0|100
0|2022-01-15|1112.0|0|1112.0|0|20.0|0|0.0|100
0|2022-01-16|1112.0|0|1112.0|0|20.0|0|0.0|100
0|2022-01-17|1112.0|0|0.0|100|20.0|0|0.0|100
