|dates|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Lewis_NewYork_UnitedStates.NYT_ConfirmedCases.data|Lewis_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|4505.0|0|4515.0|0|40.0|0|0.0|100
0|2021-12-15|4548.0|0|4548.0|0|40.0|0|0.0|100
0|2021-12-16|4565.0|0|4565.0|0|40.0|0|0.0|100
0|2021-12-17|4586.0|0|4586.0|0|40.0|0|0.0|100
0|2021-12-18|4591.0|0|4591.0|0|41.0|0|0.0|100
0|2021-12-19|4608.0|0|4608.0|0|41.0|0|0.0|100
0|2021-12-20|4617.0|0|4617.0|0|41.0|0|0.0|100
0|2021-12-21|4623.0|0|4623.0|0|41.0|0|0.0|100
0|2021-12-22|4643.0|0|4643.0|0|41.0|0|0.0|100
0|2021-12-23|4663.0|0|4663.0|0|41.0|0|0.0|100
0|2021-12-24|4668.0|0|4668.0|0|41.0|0|0.0|100
0|2021-12-25|4668.0|0|4668.0|0|41.0|0|0.0|100
0|2021-12-26|4685.0|0|4685.0|0|41.0|0|0.0|100
0|2021-12-27|4688.0|0|4688.0|0|41.0|0|0.0|100
0|2021-12-28|4696.0|0|4696.0|0|41.0|0|0.0|100
0|2021-12-29|4718.0|0|4718.0|0|41.0|0|0.0|100
0|2021-12-30|4740.0|0|4740.0|0|41.0|0|0.0|100
0|2021-12-31|4771.0|0|4771.0|0|41.0|0|0.0|100
0|2022-01-01|4771.0|0|4795.0|0|41.0|0|0.0|100
0|2022-01-02|4771.0|0|4810.0|0|41.0|0|0.0|100
0|2022-01-03|4821.0|0|4821.0|0|41.0|0|0.0|100
0|2022-01-04|4854.0|0|4854.0|0|41.0|0|0.0|100
0|2022-01-05|4886.0|0|4886.0|0|41.0|0|0.0|100
0|2022-01-06|4953.0|0|4953.0|0|41.0|0|0.0|100
0|2022-01-07|5005.0|0|5005.0|0|42.0|0|0.0|100
0|2022-01-08|5067.0|0|5067.0|0|42.0|0|0.0|100
0|2022-01-09|5127.0|0|5127.0|0|42.0|0|0.0|100
0|2022-01-10|5188.0|0|5188.0|0|42.0|0|0.0|100
0|2022-01-11|5224.0|0|5224.0|0|43.0|0|0.0|100
0|2022-01-12|5279.0|0|5279.0|0|43.0|0|0.0|100
0|2022-01-13|5279.0|0|5333.0|0|43.0|0|0.0|100
0|2022-01-14|5380.0|0|5380.0|0|43.0|0|0.0|100
0|2022-01-15|5430.0|0|5430.0|0|43.0|0|0.0|100
0|2022-01-16|5471.0|0|5471.0|0|43.0|0|0.0|100
0|2022-01-17|5496.0|0|0.0|100|43.0|0|0.0|100
