|dates|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|559.0|0|559.0|0|0.0|0|0.0|100
0|2021-11-29|560.0|0|560.0|0|0.0|0|0.0|100
0|2021-11-30|541.0|0|541.0|0|0.0|0|0.0|100
0|2021-12-01|533.0|0|533.0|0|0.0|0|0.0|100
0|2021-12-02|551.0|0|551.0|0|0.0|0|0.0|100
0|2021-12-03|551.0|0|557.0|0|0.0|0|0.0|100
0|2021-12-04|574.0|0|574.0|0|0.0|0|0.0|100
0|2021-12-05|592.0|0|592.0|0|0.0|0|0.0|100
0|2021-12-06|615.0|0|615.0|0|0.0|0|0.0|100
0|2021-12-07|572.0|0|572.0|0|0.0|0|0.0|100
0|2021-12-08|555.0|0|555.0|0|0.0|0|0.0|100
0|2021-12-09|568.0|0|568.0|0|0.0|0|0.0|100
0|2021-12-10|585.0|0|585.0|0|0.0|0|0.0|100
0|2021-12-11|562.0|0|562.0|0|0.0|0|0.0|100
0|2021-12-12|577.0|0|577.0|0|0.0|0|0.0|100
0|2021-12-13|584.0|0|584.0|0|0.0|0|0.0|100
0|2021-12-14|584.0|0|578.0|0|0.0|0|0.0|100
0|2021-12-15|562.0|0|562.0|0|0.0|0|0.0|100
0|2021-12-16|595.0|0|595.0|0|0.0|0|0.0|100
0|2021-12-17|612.0|0|612.0|0|0.0|0|0.0|100
0|2021-12-18|664.0|0|664.0|0|0.0|0|0.0|100
0|2021-12-19|679.0|0|679.0|0|0.0|0|0.0|100
0|2021-12-20|677.0|0|677.0|0|0.0|0|0.0|100
0|2021-12-21|674.0|0|674.0|0|0.0|0|0.0|100
0|2021-12-22|702.0|0|702.0|0|0.0|0|0.0|100
0|2021-12-23|818.0|0|818.0|0|0.0|0|0.0|100
0|2021-12-24|984.0|0|984.0|0|0.0|0|0.0|100
0|2021-12-25|1234.0|0|1234.0|0|0.0|0|0.0|100
0|2021-12-26|1383.0|0|1383.0|0|0.0|0|0.0|100
0|2021-12-27|1314.0|0|1314.0|0|0.0|0|0.0|100
0|2021-12-28|1420.0|0|1420.0|0|0.0|0|0.0|100
0|2021-12-29|1828.0|0|1828.0|0|0.0|0|0.0|100
0|2021-12-30|2482.0|0|2482.0|0|0.0|0|0.0|100
0|2021-12-31|2994.0|0|2994.0|0|0.0|0|0.0|100
0|2022-01-01|2998.0|0|2998.0|0|0.0|0|0.0|100
0|2022-01-02|2896.0|0|2896.0|0|0.0|0|0.0|100
0|2022-01-03|3549.0|0|3549.0|0|0.0|0|0.0|100
0|2022-01-04|5536.0|0|5536.0|0|0.0|0|0.0|100
0|2022-01-05|6835.0|0|6835.0|0|0.0|0|0.0|100
0|2022-01-06|6433.0|0|6433.0|0|0.0|0|0.0|100
0|2022-01-07|6416.0|0|6416.0|0|0.0|0|0.0|100
0|2022-01-08|5992.0|0|5992.0|0|0.0|0|0.0|100
0|2022-01-09|5603.0|0|5603.0|0|0.0|0|0.0|100
0|2022-01-10|5843.0|0|5843.0|0|0.0|0|0.0|100
0|2022-01-11|6242.0|0|6242.0|0|0.0|0|0.0|100
0|2022-01-12|6541.0|0|6541.0|0|0.0|0|0.0|100
0|2022-01-13|6541.0|0|7010.0|0|0.0|0|0.0|100
0|2022-01-14|6576.0|0|6576.0|0|0.0|0|0.0|100
0|2022-01-15|5654.0|0|5654.0|0|0.0|0|0.0|100
0|2022-01-16|4867.0|0|4867.0|0|0.0|0|0.0|100
0|2022-01-17|4567.0|0|0.0|100|270.0|0|0.0|100
