|dates|Warren_Iowa_UnitedStates.JHU_ConfirmedCases.data|Warren_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Warren_Iowa_UnitedStates.NYT_ConfirmedCases.data|Warren_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Warren_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|9632.0|0|9705.0|0|116.0|0|0.0|100
0|2022-01-08|9632.0|0|9705.0|0|116.0|0|0.0|100
0|2022-01-09|9632.0|0|9705.0|0|116.0|0|0.0|100
0|2022-01-10|9632.0|0|9705.0|0|116.0|0|0.0|100
0|2022-01-11|9632.0|0|9705.0|0|116.0|0|0.0|100
0|2022-01-12|10139.0|0|10205.0|0|117.0|0|0.0|100
0|2022-01-13|10139.0|0|10205.0|0|117.0|0|0.0|100
0|2022-01-14|10139.0|0|10205.0|0|117.0|0|0.0|100
0|2022-01-15|10139.0|0|10205.0|0|117.0|0|0.0|100
0|2022-01-16|10139.0|0|10205.0|0|117.0|0|0.0|100
0|2022-01-17|10139.0|0|0.0|100|117.0|0|0.0|100
