|dates|Lancaster_Virginia_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Virginia_UnitedStates.NYT_ConfirmedCases.data|Lancaster_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Lancaster_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|1085.0|0|1085.0|0|23.0|0|0.0|100
0|2021-12-02|1086.0|0|1086.0|0|23.0|0|0.0|100
0|2021-12-03|1087.0|0|1087.0|0|23.0|0|0.0|100
0|2021-12-04|1087.0|0|1087.0|0|23.0|0|0.0|100
0|2021-12-05|1087.0|0|1087.0|0|23.0|0|0.0|100
0|2021-12-06|1094.0|0|1094.0|0|23.0|0|0.0|100
0|2021-12-07|1096.0|0|1096.0|0|23.0|0|0.0|100
0|2021-12-08|1096.0|0|1096.0|0|23.0|0|0.0|100
0|2021-12-09|1100.0|0|1100.0|0|24.0|0|0.0|100
0|2021-12-10|1102.0|0|1102.0|0|24.0|0|0.0|100
0|2021-12-11|1102.0|0|1102.0|0|24.0|0|0.0|100
0|2021-12-12|1102.0|0|1102.0|0|24.0|0|0.0|100
0|2021-12-13|1114.0|0|1114.0|0|24.0|0|0.0|100
0|2021-12-14|1114.0|0|1116.0|0|24.0|0|0.0|100
0|2021-12-15|1119.0|0|1119.0|0|24.0|0|0.0|100
0|2021-12-16|1120.0|0|1120.0|0|24.0|0|0.0|100
0|2021-12-17|1123.0|0|1123.0|0|24.0|0|0.0|100
0|2021-12-18|1123.0|0|1123.0|0|24.0|0|0.0|100
0|2021-12-19|1123.0|0|1123.0|0|24.0|0|0.0|100
0|2021-12-20|1131.0|0|1131.0|0|24.0|0|0.0|100
0|2021-12-21|1135.0|0|1135.0|0|24.0|0|0.0|100
0|2021-12-22|1139.0|0|1139.0|0|24.0|0|0.0|100
0|2021-12-23|1140.0|0|1140.0|0|24.0|0|0.0|100
0|2021-12-24|1141.0|0|1141.0|0|24.0|0|0.0|100
0|2021-12-25|1141.0|0|1141.0|0|24.0|0|0.0|100
0|2021-12-26|1141.0|0|1141.0|0|24.0|0|0.0|100
0|2021-12-27|1149.0|0|1149.0|0|24.0|0|0.0|100
0|2021-12-28|1155.0|0|1155.0|0|24.0|0|0.0|100
0|2021-12-29|1167.0|0|1167.0|0|24.0|0|0.0|100
0|2021-12-30|1176.0|0|1176.0|0|24.0|0|0.0|100
0|2021-12-31|1195.0|0|1195.0|0|24.0|0|0.0|100
0|2022-01-01|1195.0|0|1195.0|0|24.0|0|0.0|100
0|2022-01-02|1195.0|0|1195.0|0|24.0|0|0.0|100
0|2022-01-03|1256.0|0|1256.0|0|24.0|0|0.0|100
0|2022-01-04|1285.0|0|1285.0|0|24.0|0|0.0|100
0|2022-01-05|1290.0|0|1290.0|0|24.0|0|0.0|100
0|2022-01-06|1302.0|0|1302.0|0|24.0|0|0.0|100
0|2022-01-07|1328.0|0|1328.0|0|24.0|0|0.0|100
0|2022-01-08|1328.0|0|1328.0|0|24.0|0|0.0|100
0|2022-01-09|1328.0|0|1328.0|0|24.0|0|0.0|100
0|2022-01-10|1396.0|0|1396.0|0|24.0|0|0.0|100
0|2022-01-11|1412.0|0|1412.0|0|24.0|0|0.0|100
0|2022-01-12|1421.0|0|1421.0|0|24.0|0|0.0|100
0|2022-01-13|1421.0|0|1442.0|0|24.0|0|0.0|100
0|2022-01-14|1468.0|0|1468.0|0|24.0|0|0.0|100
0|2022-01-15|1468.0|0|1468.0|0|24.0|0|0.0|100
0|2022-01-16|1468.0|0|1468.0|0|24.0|0|0.0|100
0|2022-01-17|1538.0|0|0.0|100|24.0|0|0.0|100
