|dates|Lorain_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lorain_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lorain_Ohio_UnitedStates.Male_Total_Population.data|Lorain_Ohio_UnitedStates.Male_Total_Population.missing|Lorain_Ohio_UnitedStates.Female_Total_Population.data|Lorain_Ohio_UnitedStates.Female_Total_Population.missing|Lorain_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Lorain_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-22|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-23|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-24|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-25|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-26|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-27|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-28|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-29|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-11-30|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-01|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-02|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-03|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-04|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-05|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-06|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-07|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-08|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-09|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-10|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-11|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-12|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-13|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-14|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-15|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-16|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-17|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-18|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-19|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-20|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-21|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-22|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-23|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-24|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-25|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-26|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-27|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-28|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-29|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-30|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2021-12-31|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-01|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-02|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-03|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-04|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-05|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-06|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-07|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-08|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-09|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-10|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-11|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-12|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-13|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-14|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-15|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-16|56629.0|0|152269.0|0|157192.0|0|68166.0|0
0|2022-01-17|56629.0|0|152269.0|0|157192.0|0|68166.0|0
