|dates|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Anchorage_Alaska_UnitedStates.NYT_ConfirmedCases.data|Anchorage_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Anchorage_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|62172.0|0|61774.0|0|402.0|0|0.0|100
0|2021-12-13|62321.0|0|61921.0|0|402.0|0|0.0|100
0|2021-12-14|62321.0|0|61921.0|0|402.0|0|0.0|100
0|2021-12-15|62470.0|0|62070.0|0|403.0|0|0.0|100
0|2021-12-16|62470.0|0|62070.0|0|403.0|0|0.0|100
0|2021-12-17|62608.0|0|62208.0|0|420.0|0|0.0|100
0|2021-12-18|62608.0|0|62208.0|0|420.0|0|0.0|100
0|2021-12-19|62608.0|0|62208.0|0|420.0|0|0.0|100
0|2021-12-20|62791.0|0|62389.0|0|420.0|0|0.0|100
0|2021-12-21|62791.0|0|62389.0|0|420.0|0|0.0|100
0|2021-12-22|62890.0|0|62484.0|0|425.0|0|0.0|100
0|2021-12-23|62890.0|0|62484.0|0|425.0|0|0.0|100
0|2021-12-24|62890.0|0|62484.0|0|425.0|0|0.0|100
0|2021-12-25|62890.0|0|62484.0|0|425.0|0|0.0|100
0|2021-12-26|62890.0|0|62484.0|0|425.0|0|0.0|100
0|2021-12-27|63236.0|0|62828.0|0|425.0|0|0.0|100
0|2021-12-28|63236.0|0|62828.0|0|425.0|0|0.0|100
0|2021-12-29|63763.0|0|63352.0|0|427.0|0|0.0|100
0|2021-12-30|63763.0|0|63352.0|0|427.0|0|0.0|100
0|2021-12-31|63763.0|0|63352.0|0|427.0|0|0.0|100
0|2022-01-01|63763.0|0|63352.0|0|427.0|0|0.0|100
0|2022-01-02|63763.0|0|63352.0|0|427.0|0|0.0|100
0|2022-01-03|65528.0|0|65105.0|0|427.0|0|0.0|100
0|2022-01-04|65528.0|0|65105.0|0|427.0|0|0.0|100
0|2022-01-05|66265.0|0|65105.0|0|427.0|0|0.0|100
0|2022-01-06|66265.0|0|65810.0|0|427.0|0|0.0|100
0|2022-01-07|68549.0|0|68113.0|0|427.0|0|0.0|100
0|2022-01-08|68549.0|0|68113.0|0|427.0|0|0.0|100
0|2022-01-09|68549.0|0|68113.0|0|427.0|0|0.0|100
0|2022-01-10|70327.0|0|69886.0|0|427.0|0|0.0|100
0|2022-01-11|70327.0|0|69886.0|0|427.0|0|0.0|100
0|2022-01-12|72782.0|0|72336.0|0|432.0|0|0.0|100
0|2022-01-13|72782.0|0|72336.0|0|432.0|0|0.0|100
0|2022-01-14|75769.0|0|75309.0|0|434.0|0|0.0|100
0|2022-01-15|75769.0|0|75309.0|0|434.0|0|0.0|100
0|2022-01-16|75769.0|0|75309.0|0|434.0|0|0.0|100
0|2022-01-17|75769.0|0|0.0|100|434.0|0|0.0|100
