|dates|Esmeralda_Nevada_UnitedStates.AveragePrecipitationTotal.data|Esmeralda_Nevada_UnitedStates.AveragePrecipitationTotal.missing|Esmeralda_Nevada_UnitedStates.AveragePrecipitation.data|Esmeralda_Nevada_UnitedStates.AveragePrecipitation.missing|Esmeralda_Nevada_UnitedStates.AverageWindDirection.data|Esmeralda_Nevada_UnitedStates.AverageWindDirection.missing|Esmeralda_Nevada_UnitedStates.AverageWindSpeed.data|Esmeralda_Nevada_UnitedStates.AverageWindSpeed.missing
0|2022-01-05|0.0|0|0.0|0|214.16666666666666|0|4.875|0
0|2022-01-06|0.0|0|0.0|0|149.58333333333334|0|3.5416666666666665|0
0|2022-01-07|0.0|0|0.0|0|160.41666666666666|0|5.291666666666667|0
0|2022-01-08|0.0|0|0.0|0|254.58333333333334|0|7.104166666666667|0
0|2022-01-09|0.0|0|0.0|0|178.75|0|3.9166666666666665|0
0|2022-01-10|0.0|0|0.0|0|277.5|0|6.375|0
0|2022-01-11|0.0|0|0.0|0|289.1666666666667|0|5.916666666666667|0
0|2022-01-12|0.0|0|0.0|0|186.25|0|4.875|0
0|2022-01-13|0.0|0|0.0|0|166.66666666666666|0|4.0|0
0|2022-01-14|0.0|0|0.0|0|264.1666666666667|0|9.958333333333334|0
0|2022-01-15|0.0|0|0.0|0|274.5833333333333|0|6.208333333333333|0
0|2022-01-16|0.0|0|0.0|0|210.0|0|4.166666666666667|0
0|2022-01-17|0.0|0|0.0|0|229.58333333333334|0|4.833333333333333|0
