|dates|Tyler_Texas_UnitedStates.JHU_ConfirmedCases.data|Tyler_Texas_UnitedStates.JHU_ConfirmedCases.missing|Tyler_Texas_UnitedStates.NYT_ConfirmedCases.data|Tyler_Texas_UnitedStates.NYT_ConfirmedCases.missing|Tyler_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Tyler_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Tyler_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Tyler_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|2487.0|0|2487.0|0|71.0|0|0.0|100
0|2021-12-02|2488.0|0|2488.0|0|71.0|0|0.0|100
0|2021-12-03|2488.0|0|2488.0|0|71.0|0|0.0|100
0|2021-12-04|2488.0|0|2488.0|0|71.0|0|0.0|100
0|2021-12-05|2488.0|0|2488.0|0|71.0|0|0.0|100
0|2021-12-06|2489.0|0|2489.0|0|71.0|0|0.0|100
0|2021-12-07|2490.0|0|2490.0|0|71.0|0|0.0|100
0|2021-12-08|2497.0|0|2497.0|0|71.0|0|0.0|100
0|2021-12-09|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2021-12-10|2506.0|0|2506.0|0|72.0|0|0.0|100
0|2021-12-11|2507.0|0|2507.0|0|72.0|0|0.0|100
0|2021-12-12|2508.0|0|2508.0|0|72.0|0|0.0|100
0|2021-12-13|2509.0|0|2509.0|0|72.0|0|0.0|100
0|2021-12-14|2509.0|0|2511.0|0|72.0|0|0.0|100
0|2021-12-15|2516.0|0|2516.0|0|72.0|0|0.0|100
0|2021-12-16|2516.0|0|2516.0|0|72.0|0|0.0|100
0|2021-12-17|2517.0|0|2517.0|0|72.0|0|0.0|100
0|2021-12-18|2519.0|0|2519.0|0|72.0|0|0.0|100
0|2021-12-19|2519.0|0|2519.0|0|72.0|0|0.0|100
0|2021-12-20|2519.0|0|2519.0|0|72.0|0|0.0|100
0|2021-12-21|2524.0|0|2524.0|0|72.0|0|0.0|100
0|2021-12-22|2524.0|0|2524.0|0|72.0|0|0.0|100
0|2021-12-23|2527.0|0|2527.0|0|72.0|0|0.0|100
0|2021-12-24|2527.0|0|2527.0|0|72.0|0|0.0|100
0|2021-12-25|2527.0|0|2527.0|0|72.0|0|0.0|100
0|2021-12-26|2527.0|0|2527.0|0|72.0|0|0.0|100
0|2021-12-27|2532.0|0|2532.0|0|73.0|0|0.0|100
0|2021-12-28|2533.0|0|2533.0|0|73.0|0|0.0|100
0|2021-12-29|2570.0|0|2570.0|0|73.0|0|0.0|100
0|2021-12-30|2586.0|0|2586.0|0|73.0|0|0.0|100
0|2021-12-31|2586.0|0|2586.0|0|73.0|0|0.0|100
0|2022-01-01|2586.0|0|2586.0|0|73.0|0|0.0|100
0|2022-01-02|2586.0|0|2586.0|0|73.0|0|0.0|100
0|2022-01-03|2655.0|0|2655.0|0|73.0|0|0.0|100
0|2022-01-04|2672.0|0|2672.0|0|73.0|0|0.0|100
0|2022-01-05|2672.0|0|2694.0|0|73.0|0|0.0|100
0|2022-01-06|2719.0|0|2719.0|0|73.0|0|0.0|100
0|2022-01-07|2725.0|0|2725.0|0|74.0|0|0.0|100
0|2022-01-08|2735.0|0|2735.0|0|74.0|0|0.0|100
0|2022-01-09|2745.0|0|2745.0|0|74.0|0|0.0|100
0|2022-01-10|2758.0|0|2758.0|0|74.0|0|0.0|100
0|2022-01-11|2781.0|0|2781.0|0|74.0|0|0.0|100
0|2022-01-12|2823.0|0|2823.0|0|74.0|0|0.0|100
0|2022-01-13|2823.0|0|2844.0|0|74.0|0|0.0|100
0|2022-01-14|2844.0|0|2951.0|0|74.0|0|0.0|100
0|2022-01-15|2985.0|0|2985.0|0|74.0|0|0.0|100
0|2022-01-16|2997.0|0|2997.0|0|74.0|0|0.0|100
0|2022-01-17|3041.0|0|0.0|100|74.0|0|0.0|100
