|dates|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Cameron_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|635.0|0|635.0|0|13.0|0|0.0|100
0|2021-12-24|640.0|0|640.0|0|13.0|0|0.0|100
0|2021-12-25|641.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-26|641.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-27|641.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-28|641.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-29|641.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-30|644.0|0|644.0|0|13.0|0|0.0|100
0|2021-12-31|647.0|0|647.0|0|13.0|0|0.0|100
0|2022-01-01|649.0|0|649.0|0|13.0|0|0.0|100
0|2022-01-02|649.0|0|649.0|0|13.0|0|0.0|100
0|2022-01-03|650.0|0|650.0|0|13.0|0|0.0|100
0|2022-01-04|652.0|0|652.0|0|13.0|0|0.0|100
0|2022-01-05|654.0|0|654.0|0|13.0|0|0.0|100
0|2022-01-06|660.0|0|660.0|0|13.0|0|0.0|100
0|2022-01-07|667.0|0|667.0|0|13.0|0|0.0|100
0|2022-01-08|670.0|0|670.0|0|13.0|0|0.0|100
0|2022-01-09|671.0|0|671.0|0|13.0|0|0.0|100
0|2022-01-10|673.0|0|673.0|0|13.0|0|0.0|100
0|2022-01-11|680.0|0|680.0|0|14.0|0|0.0|100
0|2022-01-12|681.0|0|681.0|0|14.0|0|0.0|100
0|2022-01-13|681.0|0|685.0|0|14.0|0|0.0|100
0|2022-01-14|688.0|0|688.0|0|15.0|0|0.0|100
0|2022-01-15|693.0|0|693.0|0|15.0|0|0.0|100
0|2022-01-16|695.0|0|695.0|0|15.0|0|0.0|100
0|2022-01-17|696.0|0|0.0|100|15.0|0|0.0|100
