|dates|Crawford_Iowa_UnitedStates.AveragePrecipitationTotal.data|Crawford_Iowa_UnitedStates.AveragePrecipitationTotal.missing|Crawford_Iowa_UnitedStates.AveragePrecipitation.data|Crawford_Iowa_UnitedStates.AveragePrecipitation.missing|Crawford_Iowa_UnitedStates.AverageWindDirection.data|Crawford_Iowa_UnitedStates.AverageWindDirection.missing|Crawford_Iowa_UnitedStates.AverageWindSpeed.data|Crawford_Iowa_UnitedStates.AverageWindSpeed.missing
0|2021-11-19|0.0|0|0.0|0|158.95833333333334|0|16.291666666666668|0
0|2021-11-20|0.0|0|0.0|0|66.77083333333333|0|5.447916666666667|0
0|2021-11-21|0.0|0|0.0|0|225.625|0|9.6875|0
0|2021-11-22|0.0|0|0.0|0|106.97916666666667|0|5.052083333333333|0
0|2021-11-23|0.0|0|0.0|0|179.79166666666666|0|14.791666666666666|0
0|2021-11-24|0.0|0|0.0|0|287.5|0|15.572916666666666|0
0|2021-11-25|0.0|0|0.0|0|248.33333333333334|0|10.927083333333334|0
0|2021-11-26|0.0|0|0.0|0|160.52083333333334|0|8.385416666666666|0
0|2021-11-27|0.0|0|0.0|0|180.0|0|7.78125|0
0|2021-11-28|0.0|0|0.0|0|140.52083333333334|0|5.4375|0
0|2021-11-29|0.0|0|0.0|0|215.41666666666666|0|7.697916666666667|0
0|2021-11-30|0.0|0|0.0|0|79.0625|0|3.5|0
0|2021-12-01|0.0|0|0.0|0|204.58333333333334|0|8.21875|0
0|2021-12-02|0.0|0|0.0|0|93.64583333333333|0|4.604166666666667|0
0|2021-12-03|0.0|0|0.0|0|131.97916666666666|0|7.072916666666667|0
0|2021-12-04|0.0|0|0.0|0|70.26041666666667|0|7.901041666666667|0
0|2021-12-05|0.0|0|0.0|0|251.45833333333334|0|16.098958333333332|0
0|2021-12-06|0.0|0|0.0|0|259.4791666666667|0|13.473958333333334|0
0|2021-12-07|0.0|0|0.0|0|215.46875|0|11.90625|0
0|2021-12-08|0.0|0|0.0|0|100.83333333333333|0|8.052083333333334|0
0|2021-12-09|0.0|0|0.0|0|200.9375|0|9.296875|0
0|2021-12-10|0.0|0|0.0|0|97.1875|0|15.583333333333334|0
0|2021-12-11|0.0|0|0.0|0|252.91666666666666|0|12.333333333333334|0
0|2021-12-12|0.0|0|0.0|0|200.0|0|11.489583333333334|0
0|2021-12-13|0.0|0|0.0|0|84.0625|0|4.833333333333333|0
0|2021-12-14|0.0|0|0.0|0|123.75|0|7.614583333333333|0
0|2021-12-15|0.0|0|0.0011979166666666666|0|199.01041666666666|0|25.911458333333332|0
0|2021-12-16|0.0|0|0.0|0|227.70833333333334|0|13.291666666666666|0
0|2021-12-17|0.0|0|0.0|0|75.52083333333333|0|9.510416666666666|0
0|2021-12-18|0.0|0|0.0|0|257.0833333333333|0|10.333333333333334|0
0|2021-12-19|0.0|0|0.0|0|191.97916666666666|0|15.28125|0
0|2021-12-20|0.0|0|0.0|0|169.16666666666666|0|8.59375|0
0|2021-12-21|0.0|0|0.0|0|207.13541666666666|0|9.59375|0
0|2021-12-22|0.0|0|0.0|0|141.14583333333334|0|8.583333333333334|0
0|2021-12-23|0.0|0|0.0|0|172.60416666666666|0|6.15625|0
0|2021-12-24|0.0|0|0.0|0|157.39583333333334|0|9.28125|0
0|2021-12-25|0.0|0|0.0|0|85.10416666666667|0|5.21875|0
0|2021-12-26|0.0|0|0.0|0|74.89583333333333|0|10.541666666666666|0
0|2021-12-27|0.0|0|0.0|0|213.64583333333334|0|10.375|0
0|2021-12-28|0.0|0|0.0|0|187.29166666666666|0|11.572916666666666|0
0|2021-12-29|0.0|0|0.0|0|110.9375|0|7.135416666666667|0
0|2021-12-30|0.0|0|0.0|0|141.97916666666666|0|8.145833333333334|0
0|2021-12-31|0.0|0|0.0|0|63.958333333333336|0|12.291666666666666|0
0|2022-01-01|0.0|0|0.0|0|183.17708333333334|0|16.734375|0
0|2022-01-02|0.0|0|0.0|0|186.66666666666666|0|5.807291666666667|0
0|2022-01-03|0.0|0|0.0|0|198.48958333333334|0|11.4375|0
0|2022-01-04|0.0|0|0.0|0|229.6875|0|19.583333333333332|0
0|2022-01-05|0.0|0|0.0|0|307.2395833333333|0|20.348958333333332|0
0|2022-01-06|0.0|0|0.0|0|314.3229166666667|0|12.463541666666666|0
0|2022-01-07|0.0|0|0.0|0|159.6875|0|12.057291666666666|0
0|2022-01-08|0.0|0|0.0|0|224.375|0|17.03125|0
0|2022-01-09|0.0|0|0.0|0|264.6875|0|9.145833333333334|0
0|2022-01-10|0.0|0|0.0|0|83.33333333333333|0|5.213541666666667|0
0|2022-01-11|0.0|0|0.0|0|189.47916666666666|0|9.0625|0
0|2022-01-12|0.0|0|0.0|0|164.47916666666666|0|5.083333333333333|0
0|2022-01-13|0.0|0|0.0|0|182.5|0|6.114583333333333|0
0|2022-01-14|0.0|0|0.0020833333333333333|0|77.8125|0|11.625|0
0|2022-01-15|0.0|0|0.0|0|49.166666666666664|0|10.65625|0
0|2022-01-16|0.0|0|0.0|0|253.59375|0|10.255208333333334|0
0|2022-01-17|0.0|0|0.0|0|175.10416666666666|0|6.322916666666667|0
