|dates|Miller_Georgia_UnitedStates.JHU_ConfirmedCases.data|Miller_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Miller_Georgia_UnitedStates.NYT_ConfirmedCases.data|Miller_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Miller_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Miller_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Miller_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Miller_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|1237.0|0|1252.0|0|23.0|0|0.0|100
0|2021-11-29|1237.0|0|1252.0|0|23.0|0|0.0|100
0|2021-11-30|1237.0|0|1247.0|0|23.0|0|0.0|100
0|2021-12-01|1237.0|0|1247.0|0|24.0|0|0.0|100
0|2021-12-02|1237.0|0|1247.0|0|24.0|0|0.0|100
0|2021-12-03|1237.0|0|1247.0|0|24.0|0|0.0|100
0|2021-12-04|1237.0|0|1247.0|0|24.0|0|0.0|100
0|2021-12-05|1237.0|0|1247.0|0|24.0|0|0.0|100
0|2021-12-06|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-07|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-08|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-09|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-10|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-11|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-12|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-13|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-14|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-15|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-16|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-17|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-18|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-19|1238.0|0|1249.0|0|24.0|0|0.0|100
0|2021-12-20|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-21|1239.0|0|1250.0|0|24.0|0|0.0|100
0|2021-12-22|1240.0|0|1251.0|0|24.0|0|0.0|100
0|2021-12-23|1241.0|0|1252.0|0|24.0|0|0.0|100
0|2021-12-24|1241.0|0|1252.0|0|24.0|0|0.0|100
0|2021-12-25|1241.0|0|1252.0|0|24.0|0|0.0|100
0|2021-12-26|1241.0|0|1252.0|0|24.0|0|0.0|100
0|2021-12-27|1241.0|0|1252.0|0|24.0|0|0.0|100
0|2021-12-28|1245.0|0|1256.0|0|24.0|0|0.0|100
0|2021-12-29|1256.0|0|1267.0|0|24.0|0|0.0|100
0|2021-12-30|1271.0|0|1282.0|0|24.0|0|0.0|100
0|2021-12-31|1283.0|0|1294.0|0|24.0|0|0.0|100
0|2022-01-01|1283.0|0|1294.0|0|24.0|0|0.0|100
0|2022-01-02|1283.0|0|1294.0|0|24.0|0|0.0|100
0|2022-01-03|1283.0|0|1294.0|0|24.0|0|0.0|100
0|2022-01-04|1312.0|0|1323.0|0|24.0|0|0.0|100
0|2022-01-05|1327.0|0|1338.0|0|24.0|0|0.0|100
0|2022-01-06|1327.0|0|1338.0|0|24.0|0|0.0|100
0|2022-01-07|1327.0|0|1338.0|0|24.0|0|0.0|100
0|2022-01-08|1327.0|0|1338.0|0|24.0|0|0.0|100
0|2022-01-09|1327.0|0|1338.0|0|24.0|0|0.0|100
0|2022-01-10|1363.0|0|1374.0|0|24.0|0|0.0|100
0|2022-01-11|1376.0|0|1387.0|0|24.0|0|0.0|100
0|2022-01-12|1385.0|0|1396.0|0|24.0|0|0.0|100
0|2022-01-13|1385.0|0|1406.0|0|24.0|0|0.0|100
0|2022-01-14|1410.0|0|1421.0|0|25.0|0|0.0|100
0|2022-01-15|1410.0|0|1421.0|0|25.0|0|0.0|100
0|2022-01-16|1410.0|0|1421.0|0|25.0|0|0.0|100
0|2022-01-17|1451.0|0|0.0|100|25.0|0|0.0|100
