|dates|Brunswick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Brunswick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Brunswick_Virginia_UnitedStates.NYT_ConfirmedCases.data|Brunswick_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Brunswick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Brunswick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Brunswick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Brunswick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|1874.0|0|1878.0|0|35.0|0|0.0|100
0|2021-12-15|1880.0|0|1880.0|0|35.0|0|0.0|100
0|2021-12-16|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-12-17|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-12-18|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-12-19|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-12-20|1885.0|0|1885.0|0|35.0|0|0.0|100
0|2021-12-21|1886.0|0|1886.0|0|35.0|0|0.0|100
0|2021-12-22|1887.0|0|1887.0|0|35.0|0|0.0|100
0|2021-12-23|1891.0|0|1891.0|0|35.0|0|0.0|100
0|2021-12-24|1893.0|0|1893.0|0|35.0|0|0.0|100
0|2021-12-25|1893.0|0|1893.0|0|35.0|0|0.0|100
0|2021-12-26|1893.0|0|1893.0|0|35.0|0|0.0|100
0|2021-12-27|1901.0|0|1901.0|0|35.0|0|0.0|100
0|2021-12-28|1900.0|0|1900.0|0|36.0|0|0.0|100
0|2021-12-29|1906.0|0|1906.0|0|36.0|0|0.0|100
0|2021-12-30|1915.0|0|1915.0|0|36.0|0|0.0|100
0|2021-12-31|1930.0|0|1930.0|0|36.0|0|0.0|100
0|2022-01-01|1930.0|0|1930.0|0|36.0|0|0.0|100
0|2022-01-02|1930.0|0|1930.0|0|36.0|0|0.0|100
0|2022-01-03|1967.0|0|1967.0|0|36.0|0|0.0|100
0|2022-01-04|1986.0|0|1986.0|0|36.0|0|0.0|100
0|2022-01-05|1996.0|0|1996.0|0|36.0|0|0.0|100
0|2022-01-06|2005.0|0|2005.0|0|36.0|0|0.0|100
0|2022-01-07|2012.0|0|2012.0|0|36.0|0|0.0|100
0|2022-01-08|2012.0|0|2012.0|0|36.0|0|0.0|100
0|2022-01-09|2012.0|0|2012.0|0|36.0|0|0.0|100
0|2022-01-10|2128.0|0|2128.0|0|36.0|0|0.0|100
0|2022-01-11|2170.0|0|2170.0|0|37.0|0|0.0|100
0|2022-01-12|2193.0|0|2193.0|0|37.0|0|0.0|100
0|2022-01-13|2193.0|0|2227.0|0|37.0|0|0.0|100
0|2022-01-14|2254.0|0|2254.0|0|37.0|0|0.0|100
0|2022-01-15|2254.0|0|2254.0|0|37.0|0|0.0|100
0|2022-01-16|2254.0|0|2254.0|0|37.0|0|0.0|100
0|2022-01-17|2292.0|0|0.0|100|37.0|0|0.0|100
