|dates|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Berkeley_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|19328.0|0|19328.0|0|189.0|0|0.0|100
0|2021-11-14|19395.0|0|19395.0|0|189.0|0|0.0|100
0|2021-11-15|19421.0|0|19421.0|0|190.0|0|0.0|100
0|2021-11-16|19461.0|0|19461.0|0|190.0|0|0.0|100
0|2021-11-17|19526.0|0|19526.0|0|190.0|0|0.0|100
0|2021-11-18|19600.0|0|19600.0|0|190.0|0|0.0|100
0|2021-11-19|19672.0|0|19672.0|0|190.0|0|0.0|100
0|2021-11-20|19747.0|0|19747.0|0|190.0|0|0.0|100
0|2021-11-21|19815.0|0|19815.0|0|190.0|0|0.0|100
0|2021-11-22|19837.0|0|19837.0|0|191.0|0|0.0|100
0|2021-11-23|19890.0|0|19890.0|0|192.0|0|0.0|100
0|2021-11-24|19937.0|0|19937.0|0|193.0|0|0.0|100
0|2021-11-25|19937.0|0|19937.0|0|193.0|0|0.0|100
0|2021-11-26|19937.0|0|19937.0|0|193.0|0|0.0|100
0|2021-11-27|19937.0|0|19937.0|0|193.0|0|0.0|100
0|2021-11-28|19937.0|0|19937.0|0|193.0|0|0.0|100
0|2021-11-29|20218.0|0|20218.0|0|195.0|0|0.0|100
0|2021-11-30|20281.0|0|20281.0|0|195.0|0|0.0|100
0|2021-12-01|20372.0|0|20372.0|0|196.0|0|0.0|100
0|2021-12-02|20491.0|0|20491.0|0|197.0|0|0.0|100
0|2021-12-03|20615.0|0|20615.0|0|198.0|0|0.0|100
0|2021-12-04|20699.0|0|20699.0|0|198.0|0|0.0|100
0|2021-12-05|20699.0|0|20782.0|0|198.0|0|0.0|100
0|2021-12-06|20829.0|0|20829.0|0|198.0|0|0.0|100
0|2021-12-07|20893.0|0|20893.0|0|199.0|0|0.0|100
0|2021-12-08|21045.0|0|21045.0|0|199.0|0|0.0|100
0|2021-12-09|21156.0|0|21156.0|0|201.0|0|0.0|100
0|2021-12-10|21267.0|0|21267.0|0|202.0|0|0.0|100
0|2021-12-11|21368.0|0|21368.0|0|202.0|0|0.0|100
0|2021-12-12|21491.0|0|21491.0|0|202.0|0|0.0|100
0|2021-12-13|21556.0|0|21556.0|0|203.0|0|0.0|100
0|2021-12-14|21556.0|0|21640.0|0|203.0|0|0.0|100
0|2021-12-15|21875.0|0|21875.0|0|204.0|0|0.0|100
0|2021-12-16|22031.0|0|22031.0|0|204.0|0|0.0|100
0|2021-12-17|22174.0|0|22174.0|0|208.0|0|0.0|100
0|2021-12-18|22325.0|0|22325.0|0|208.0|0|0.0|100
0|2021-12-19|22467.0|0|22467.0|0|208.0|0|0.0|100
0|2021-12-20|22571.0|0|22571.0|0|210.0|0|0.0|100
0|2021-12-21|22667.0|0|22667.0|0|209.0|0|0.0|100
0|2021-12-22|22832.0|0|22832.0|0|209.0|0|0.0|100
0|2021-12-23|23000.0|0|23000.0|0|209.0|0|0.0|100
0|2021-12-24|23000.0|0|23000.0|0|209.0|0|0.0|100
0|2021-12-25|23000.0|0|23000.0|0|209.0|0|0.0|100
0|2021-12-26|23000.0|0|23000.0|0|209.0|0|0.0|100
0|2021-12-27|23529.0|0|23529.0|0|209.0|0|0.0|100
0|2021-12-28|23623.0|0|23623.0|0|210.0|0|0.0|100
0|2021-12-29|23932.0|0|23932.0|0|210.0|0|0.0|100
0|2021-12-30|24218.0|0|24218.0|0|215.0|0|0.0|100
0|2021-12-31|24218.0|0|24218.0|0|215.0|0|0.0|100
0|2022-01-01|24218.0|0|24218.0|0|215.0|0|0.0|100
0|2022-01-02|24218.0|0|24218.0|0|215.0|0|0.0|100
0|2022-01-03|25824.0|0|25824.0|0|215.0|0|0.0|100
0|2022-01-04|26201.0|0|26201.0|0|215.0|0|0.0|100
0|2022-01-05|26580.0|0|26580.0|0|215.0|0|0.0|100
0|2022-01-06|27382.0|0|27382.0|0|217.0|0|0.0|100
0|2022-01-07|27808.0|0|27808.0|0|219.0|0|0.0|100
0|2022-01-08|28342.0|0|28342.0|0|219.0|0|0.0|100
0|2022-01-09|28591.0|0|28591.0|0|219.0|0|0.0|100
0|2022-01-10|28892.0|0|28892.0|0|221.0|0|0.0|100
0|2022-01-11|29135.0|0|29135.0|0|222.0|0|0.0|100
0|2022-01-12|29501.0|0|29501.0|0|222.0|0|0.0|100
0|2022-01-13|29501.0|0|29891.0|0|222.0|0|0.0|100
0|2022-01-14|30262.0|0|30262.0|0|222.0|0|0.0|100
0|2022-01-15|30595.0|0|30595.0|0|222.0|0|0.0|100
0|2022-01-16|30974.0|0|30974.0|0|222.0|0|0.0|100
0|2022-01-17|31188.0|0|0.0|100|223.0|0|0.0|100
