|dates|Catron_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Catron_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Catron_NewMexico_UnitedStates.AveragePrecipitation.data|Catron_NewMexico_UnitedStates.AveragePrecipitation.missing|Catron_NewMexico_UnitedStates.AverageWindDirection.data|Catron_NewMexico_UnitedStates.AverageWindDirection.missing|Catron_NewMexico_UnitedStates.AverageWindSpeed.data|Catron_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-11-24|0.0029166666666666664|0|0.004930555555555556|0|258.68055555555554|0|7.458333333333333|0
0|2021-11-25|0.0|0|0.0|0|172.91666666666666|0|4.75|0
0|2021-11-26|0.0|0|0.0|0|145.41666666666666|0|3.2083333333333335|0
0|2021-11-27|0.0|0|0.0|0|168.75|0|4.5|0
0|2021-11-28|0.0|0|0.0|0|142.5|0|3.5|0
0|2021-11-29|0.0|0|0.0|0|120.83333333333333|0|3.2083333333333335|0
0|2021-11-30|0.0|0|0.0|0|155.83333333333334|0|4.625|0
0|2021-12-01|0.0|0|0.0|0|129.16666666666666|0|2.9166666666666665|0
0|2021-12-02|0.0|0|0.0|0|57.291666666666664|0|1.7708333333333333|0
0|2021-12-03|0.0|0|0.0|0|108.75|0|3.2916666666666665|0
0|2021-12-04|0.0|0|0.0|0|117.5|0|3.2083333333333335|0
0|2021-12-05|0.0|0|0.0|0|148.75|0|4.041666666666667|0
0|2021-12-06|0.0|0|0.0|0|123.33333333333333|0|4.333333333333333|0
0|2021-12-07|0.0|0|0.0|0|209.16666666666666|0|5.333333333333333|0
0|2021-12-08|0.0|0|0.0|0|138.75|0|6.958333333333333|0
0|2021-12-09|0.0|0|0.0|0|187.5|0|12.708333333333334|0
0|2021-12-10|0.0004166666666666667|0|0.0016666666666666668|0|253.95833333333334|0|12.944444444444445|0
0|2021-12-11|0.00125|0|0.0|0|112.08333333333333|0|2.75|0
0|2021-12-12|0.0|0|0.0|0|52.083333333333336|0|1.5|0
0|2021-12-13|0.0|0|0.0|0|109.16666666666667|0|3.375|0
0|2021-12-14|0.0|0|0.0|0|117.70833333333333|0|10.625|0
0|2021-12-15|0.00016666666666666666|0|0.0006666666666666666|0|233.31944444444446|0|12.66527777777778|0
0|2021-12-16|0.0|0|0.0|0|137.29166666666666|0|4.708333333333333|0
0|2021-12-17|0.0|0|0.0|0|179.58333333333334|0|5.166666666666667|0
0|2021-12-18|0.0|0|0.0|0|160.41666666666666|0|4.708333333333333|0
0|2021-12-19|0.0|0|0.0|0|158.75|0|4.041666666666667|0
0|2021-12-20|0.0|0|0.0|0|119.16666666666667|0|2.7916666666666665|0
0|2021-12-21|0.0|0|0.0|0|117.91666666666667|0|2.75|0
0|2021-12-22|0.0|0|0.0|0|109.58333333333333|0|3.5833333333333335|0
0|2021-12-23|0.0|0|0.0004166666666666667|0|146.66666666666666|0|6.791666666666667|0
0|2021-12-24|0.0004166666666666667|0|0.009583333333333334|0|208.33333333333334|0|11.666666666666666|0
0|2021-12-25|0.005|0|0.0|0|199.51388888888889|0|6.034722222222222|0
0|2021-12-26|0.0|0|0.0|0|225.0|0|22.458333333333332|0
0|2021-12-27|0.0|0|0.0|0|202.5|0|11.541666666666666|0
0|2021-12-28|0.0|0|0.0|0|249.72222222222226|0|13.444444444444443|0
0|2021-12-29|0.0|0|0.0|0|236.63194444444443|0|12.239583333333334|0
0|2021-12-30|0.0|0|0.0|0|127.5|0|6.666666666666667|0
0|2021-12-31|0.0|0|0.0016666666666666668|0|199.58333333333334|0|8.875|0
0|2022-01-01|0.0010416666666666667|0|0.0011805555555555556|0|267.9513888888889|0|15.572916666666666|0
0|2022-01-02|0.00125|0|0.0|0|98.75|0|4.583333333333333|0
0|2022-01-03|0.0|0|0.0|0|86.66666666666667|0|2.125|0
0|2022-01-04|0.0|0|0.0|0|147.08333333333334|0|3.25|0
0|2022-01-05|0.0|0|0.0|0|135.41666666666666|0|4.166666666666667|0
0|2022-01-06|0.0|0|0.0|0|117.91666666666667|0|3.25|0
0|2022-01-07|0.0|0|0.0|0|99.58333333333333|0|4.458333333333333|0
0|2022-01-08|0.0|0|0.0|0|202.08333333333334|0|9.270833333333334|0
0|2022-01-09|0.0|0|0.0|0|135.41666666666666|0|3.75|0
0|2022-01-10|0.0|0|0.0|0|70.0|0|5.083333333333333|0
0|2022-01-11|0.0|0|0.0|0|166.66666666666666|0|4.208333333333333|0
0|2022-01-12|0.0|0|0.0|0|140.0|0|4.083333333333333|0
0|2022-01-13|0.0|0|0.0|0|151.66666666666666|0|3.2916666666666665|0
0|2022-01-14|0.0|0|0.0|0|254.58333333333334|0|8.5|0
0|2022-01-15|0.0|0|0.0|0|179.58333333333334|0|4.3125|0
0|2022-01-16|0.0|0|0.0|0|100.83333333333333|0|2.6666666666666665|0
0|2022-01-17|0.0|0|0.0|0|121.66666666666667|0|3.4166666666666665|0
