|dates|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.data|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.missing|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.data|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.data|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|102991.0|0|102991.0|0|1023.0|0|0.0|100
0|2021-12-04|102991.0|0|102991.0|0|1023.0|0|0.0|100
0|2021-12-05|102991.0|0|102991.0|0|1023.0|0|0.0|100
0|2021-12-06|103117.0|0|103117.0|0|1031.0|0|0.0|100
0|2021-12-07|103408.0|0|103408.0|0|1031.0|0|0.0|100
0|2021-12-08|103516.0|0|103516.0|0|1031.0|0|0.0|100
0|2021-12-09|103600.0|0|103600.0|0|1035.0|0|0.0|100
0|2021-12-10|103670.0|0|103670.0|0|1039.0|0|0.0|100
0|2021-12-11|103670.0|0|103670.0|0|1039.0|0|0.0|100
0|2021-12-12|103670.0|0|103670.0|0|1039.0|0|0.0|100
0|2021-12-13|103842.0|0|103842.0|0|1043.0|0|0.0|100
0|2021-12-14|103842.0|0|104220.0|0|1043.0|0|0.0|100
0|2021-12-15|104356.0|0|104356.0|0|1043.0|0|0.0|100
0|2021-12-16|104544.0|0|104544.0|0|1043.0|0|0.0|100
0|2021-12-17|104791.0|0|104791.0|0|1047.0|0|0.0|100
0|2021-12-18|105299.0|0|105299.0|0|1047.0|0|0.0|100
0|2021-12-19|105845.0|0|105845.0|0|1047.0|0|0.0|100
0|2021-12-20|106577.0|0|106577.0|0|1050.0|0|0.0|100
0|2021-12-21|107170.0|0|107170.0|0|1050.0|0|0.0|100
0|2021-12-22|107883.0|0|107883.0|0|1050.0|0|0.0|100
0|2021-12-23|108654.0|0|108654.0|0|1050.0|0|0.0|100
0|2021-12-24|108654.0|0|108654.0|0|1050.0|0|0.0|100
0|2021-12-25|108654.0|0|108654.0|0|1050.0|0|0.0|100
0|2021-12-26|108654.0|0|108654.0|0|1050.0|0|0.0|100
0|2021-12-27|112000.0|0|112000.0|0|1057.0|0|0.0|100
0|2021-12-28|113077.0|0|113077.0|0|1057.0|0|0.0|100
0|2021-12-29|114021.0|0|114021.0|0|1057.0|0|0.0|100
0|2021-12-30|114766.0|0|114766.0|0|1061.0|0|0.0|100
0|2021-12-31|114766.0|0|114766.0|0|1061.0|0|0.0|100
0|2022-01-01|114766.0|0|114766.0|0|1061.0|0|0.0|100
0|2022-01-02|114766.0|0|114766.0|0|1061.0|0|0.0|100
0|2022-01-03|123801.0|0|123801.0|0|1061.0|0|0.0|100
0|2022-01-04|125655.0|0|125655.0|0|1061.0|0|0.0|100
0|2022-01-05|127700.0|0|127700.0|0|1066.0|0|0.0|100
0|2022-01-06|130060.0|0|130060.0|0|1066.0|0|0.0|100
0|2022-01-07|132019.0|0|132019.0|0|1066.0|0|0.0|100
0|2022-01-08|133869.0|0|133869.0|0|1066.0|0|0.0|100
0|2022-01-09|134962.0|0|134962.0|0|1066.0|0|0.0|100
0|2022-01-10|136399.0|0|136399.0|0|1066.0|0|0.0|100
0|2022-01-11|138960.0|0|138960.0|0|1070.0|0|0.0|100
0|2022-01-12|141767.0|0|141767.0|0|1074.0|0|0.0|100
0|2022-01-13|141767.0|0|143527.0|0|1074.0|0|0.0|100
0|2022-01-14|143527.0|0|147159.0|0|1074.0|0|0.0|100
0|2022-01-15|149383.0|0|149383.0|0|1075.0|0|0.0|100
0|2022-01-16|150583.0|0|150583.0|0|1075.0|0|0.0|100
0|2022-01-17|152766.0|0|0.0|100|1075.0|0|0.0|100
