|dates|Stephenson_Illinois_UnitedStates.AveragePrecipitationTotal.data|Stephenson_Illinois_UnitedStates.AveragePrecipitationTotal.missing|Stephenson_Illinois_UnitedStates.AveragePrecipitation.data|Stephenson_Illinois_UnitedStates.AveragePrecipitation.missing|Stephenson_Illinois_UnitedStates.AverageWindDirection.data|Stephenson_Illinois_UnitedStates.AverageWindDirection.missing|Stephenson_Illinois_UnitedStates.AverageWindSpeed.data|Stephenson_Illinois_UnitedStates.AverageWindSpeed.missing
0|2021-11-16|0.0|0|0.0|0|133.33333333333334|0|12.427083333333334|0
0|2021-11-17|0.0|0|0.0|0|290.9895833333333|0|15.015625|0
0|2021-11-18|0.0|0|0.0|0|283.9583333333333|0|18.25|0
0|2021-11-19|0.0|0|0.0|0|213.54166666666666|0|11.020833333333334|0
0|2021-11-20|0.0|0|0.0|0|195.83333333333334|0|10.541666666666666|0
0|2021-11-21|0.0|0|0.0|0|227.44791666666666|0|13.901041666666666|0
0|2021-11-22|0.0|0|0.0|0|292.4479166666667|0|11.8125|0
0|2021-11-23|0.0|0|0.0|0|203.22916666666666|0|13.84375|0
0|2021-11-24|0.0|0|0.0|0|212.19791666666666|0|16.510416666666668|0
0|2021-11-25|0.0|0|0.0|0|336.875|0|12.21875|0
0|2021-11-26|0.0|0|0.0|0|211.09375|0|7.505208333333333|0
0|2021-11-27|0.0|0|0.0|0|228.33333333333334|0|8.677083333333334|0
0|2021-11-28|0.0|0|0.0|0|301.6666666666667|0|13.375|0
0|2021-11-29|0.0|0|0.0|0|221.45833333333334|0|11.760416666666666|0
0|2021-11-30|0.0|0|0.0|0|285.2083333333333|0|9.614583333333334|0
0|2021-12-01|0.0|0|0.0|0|199.375|0|13.385416666666666|0
0|2021-12-02|0.0|0|0.0|0|257.2916666666667|0|13.947916666666666|0
0|2021-12-03|0.0|0|0.0|0|99.47916666666667|0|6.302083333333333|0
0|2021-12-04|0.0|0|0.0|0|266.5625|0|6.333333333333333|0
0|2021-12-05|0.0|0|0.0009374999999999999|0|156.875|0|10.375|0
0|2021-12-06|0.000625|0|0.0|0|273.3333333333333|0|20.708333333333332|0
0|2021-12-07|0.0|0|0.0|0|182.29166666666666|0|8.515625|0
0|2021-12-08|0.0|0|0.0|0|147.29166666666666|0|5.885416666666667|0
0|2021-12-09|0.0|0|0.0|0|163.54166666666666|0|10.723958333333334|0
0|2021-12-10|0.0|0|0.013645833333333334|0|102.8125|0|11.697916666666666|0
0|2021-12-11|0.010208333333333333|0|0.0|0|241.77083333333334|0|16.84375|0
0|2021-12-12|0.0|0|0.0|0|221.04166666666666|0|17.296875|0
0|2021-12-13|0.0|0|0.0|0|209.79166666666666|0|9.791666666666666|0
0|2021-12-14|0.0|0|0.003645833333333334|0|129.79166666666666|0|9.953125|0
0|2021-12-15|0.0020833333333333333|0|0.000625|0|196.77083333333334|0|22.3125|0
0|2021-12-16|0.000625|0|0.0|0|261.4583333333333|0|26.958333333333332|0
0|2021-12-17|0.0|0|0.0|0|131.77083333333334|0|8.947916666666666|0
0|2021-12-18|0.0|0|0.0|0|188.90625|0|10.192708333333334|0
0|2021-12-19|0.0|0|0.0|0|225.72916666666666|0|10.25|0
0|2021-12-20|0.0|0|0.0|0|251.40625|0|11.755208333333334|0
0|2021-12-21|0.0|0|0.0|0|199.0625|0|15.416666666666666|0
0|2021-12-22|0.0|0|0.0|0|235.9375|0|8.010416666666666|0
0|2021-12-23|0.0|0|0.0|0|200.20833333333334|0|8.885416666666666|0
0|2021-12-24|0.0|0|0.0|0|185.72916666666666|0|8.322916666666666|0
0|2021-12-25|0.0|0|0.0|0|41.458333333333336|0|9.229166666666666|0
0|2021-12-26|0.0|0|0.003229166666666667|0|86.5625|0|10.802083333333334|0
0|2021-12-27|0.00375|0|0.001875|0|203.90625|0|14.052083333333334|0
0|2021-12-28|0.0|0|0.0008333333333333334|0|125.72916666666667|0|8.21875|0
0|2021-12-29|0.000625|0|0.0|0|192.91666666666666|0|7.666666666666667|0
0|2021-12-30|0.0|0|0.0|0|110.52083333333333|0|6.770833333333333|0
0|2021-12-31|0.0|0|0.0|0|93.4375|0|9.989583333333334|0
0|2022-01-01|0.0|0|0.0|0|17.708333333333332|0|12.28125|0
0|2022-01-02|0.0|0|0.0|0|247.96875|0|8.78125|0
0|2022-01-03|0.0|0|0.0|0|227.13541666666666|0|12.703125|0
0|2022-01-04|0.0|0|0.0|0|190.52083333333334|0|15.635416666666666|0
0|2022-01-05|0.0|0|0.0|0|148.59375|0|13.833333333333334|0
0|2022-01-06|0.0|0|0.0|0|290.8854166666667|0|12.65625|0
0|2022-01-07|0.0|0|0.0|0|206.30208333333334|0|7.578125|0
0|2022-01-08|0.0|0|0.0|0|186.5625|0|14.0625|0
0|2022-01-09|0.0|0|0.0|0|258.2291666666667|0|14.4375|0
0|2022-01-10|0.0|0|0.0|0|301.09375|0|9.104166666666666|0
0|2022-01-11|0.0|0|0.0|0|200.20833333333334|0|15.364583333333334|0
0|2022-01-12|0.0|0|0.0|0|156.77083333333334|0|7.822916666666667|0
0|2022-01-13|0.0|0|0.0|0|121.14583333333333|0|5.03125|0
0|2022-01-14|0.0|0|0.0|0|58.541666666666664|0|15.4375|0
0|2022-01-15|0.0|0|0.0|0|44.791666666666664|0|12.78125|0
0|2022-01-16|0.0|0|0.0|0|219.16666666666666|0|6.677083333333333|0
0|2022-01-17|0.0|0|0.0|0|309.7916666666667|0|10.770833333333334|0
