|dates|Medina_Texas_UnitedStates.AveragePrecipitationTotal.data|Medina_Texas_UnitedStates.AveragePrecipitationTotal.missing|Medina_Texas_UnitedStates.AveragePrecipitation.data|Medina_Texas_UnitedStates.AveragePrecipitation.missing|Medina_Texas_UnitedStates.AverageWindDirection.data|Medina_Texas_UnitedStates.AverageWindDirection.missing|Medina_Texas_UnitedStates.AverageWindSpeed.data|Medina_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-12-14|0.0|0|0.0|0|103.05555555555554|0|5.274305555555555|0
0|2021-12-15|0.0|0|0.0|0|162.77777777777777|0|12.472222222222223|0
0|2021-12-16|0.0|0|0.0|0|121.91666666666667|0|8.140277777777778|0
0|2021-12-17|0.0|0|0.0|0|156.63194444444443|0|12.402777777777777|0
0|2021-12-18|0.0|0|0.006468253968253968|0|65.0843253968254|0|10.397420634920636|0
0|2021-12-19|0.015416666666666667|0|0.004166666666666667|0|142.91666666666666|0|7.333333333333333|0
0|2021-12-20|0.0008333333333333334|0|0.0|0|117.70833333333333|0|3.4166666666666665|0
0|2021-12-21|0.0|0|0.0|0|218.75|0|5.041666666666667|0
0|2021-12-22|0.0|0|0.0|0|86.25|0|4.875|0
0|2021-12-23|0.0|0|0.0|0|109.9375|0|5.608333333333333|0
0|2021-12-24|0.0|0|0.0|0|94.85416666666667|0|4.163888888888889|0
0|2021-12-25|0.0|0|0.0|0|87.09722222222223|0|3.8163194444444444|0
0|2021-12-26|0.0|0|0.0|0|77.31944444444444|0|5.252976190476191|0
0|2021-12-27|0.0|0|0.0|0|142.54166666666666|0|5.977777777777777|0
0|2021-12-28|0.0|0|0.0|0|102.29761904761905|0|4.528273809523809|0
0|2021-12-29|0.0|0|0.0|0|61.5|0|4.206944444444445|0
0|2021-12-30|0.0|0|0.0|0|103.33333333333333|0|4.5|0
0|2021-12-31|0.0|0|0.0|0|120.44444444444444|0|7.5|0
0|2022-01-01|0.0|0|0.0|0|121.94444444444444|0|6.732638888888889|0
0|2022-01-02|0.0|0|0.0|0|266.6666666666667|0|16.833333333333332|0
0|2022-01-03|0.0|0|0.0|0|138.75|0|4.833333333333333|0
0|2022-01-04|0.0|0|0.0|0|206.25|0|7.125|0
0|2022-01-05|0.0|0|0.0|0|198.75|0|5.875|0
0|2022-01-06|0.0|0|0.0|0|109.375|0|11.041666666666666|0
0|2022-01-07|0.0|0|0.0|0|65.41666666666667|0|6.034722222222222|0
0|2022-01-08|0.0|0|0.0005952380952380953|0|99.70238095238096|0|2.8095238095238098|0
0|2022-01-09|0.00020833333333333335|0|0.0|0|141.38888888888889|0|12.565972222222223|0
0|2022-01-10|0.0|0|0.0|0|48.125|0|11.25|0
0|2022-01-11|0.0|0|0.0004166666666666667|0|81.25|0|6.583333333333333|0
0|2022-01-12|0.0004166666666666667|0|0.0|0|185.41666666666666|0|4.333333333333333|0
0|2022-01-13|0.0|0|0.0|0|211.59722222222226|0|5.472222222222222|0
0|2022-01-14|0.0|0|0.0|0|249.16666666666666|0|6.979166666666667|0
0|2022-01-15|0.0|0|0.0|0|290.625|0|21.354166666666668|0
0|2022-01-16|0.0|0|0.0|0|231.25|0|6.895833333333333|0
0|2022-01-17|0.0|0|0.0|0|155.0|0|6.125|0
