|dates|Clay_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Clay_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Clay_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Clay_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2021-12-11|1461.0|0|1461.0|0|24.0|0|0.0|100
0|2021-12-12|1476.0|0|1476.0|0|24.0|0|0.0|100
0|2021-12-13|1487.0|0|1487.0|0|25.0|0|0.0|100
0|2021-12-14|1487.0|0|1494.0|0|25.0|0|0.0|100
0|2021-12-15|1502.0|0|1502.0|0|25.0|0|0.0|100
0|2021-12-16|1520.0|0|1520.0|0|25.0|0|0.0|100
0|2021-12-17|1532.0|0|1532.0|0|25.0|0|0.0|100
0|2021-12-18|1551.0|0|1551.0|0|25.0|0|0.0|100
0|2021-12-19|1559.0|0|1559.0|0|25.0|0|0.0|100
0|2021-12-20|1566.0|0|1566.0|0|25.0|0|0.0|100
0|2021-12-21|1570.0|0|1570.0|0|25.0|0|0.0|100
0|2021-12-22|1572.0|0|1572.0|0|25.0|0|0.0|100
0|2021-12-23|1587.0|0|1587.0|0|25.0|0|0.0|100
0|2021-12-24|1587.0|0|1587.0|0|25.0|0|0.0|100
0|2021-12-25|1587.0|0|1587.0|0|25.0|0|0.0|100
0|2021-12-26|1587.0|0|1587.0|0|25.0|0|0.0|100
0|2021-12-27|1613.0|0|1613.0|0|25.0|0|0.0|100
0|2021-12-28|1613.0|0|1613.0|0|25.0|0|0.0|100
0|2021-12-29|1618.0|0|1618.0|0|26.0|0|0.0|100
0|2021-12-30|1640.0|0|1640.0|0|26.0|0|0.0|100
0|2021-12-31|1640.0|0|1640.0|0|26.0|0|0.0|100
0|2022-01-01|1640.0|0|1640.0|0|26.0|0|0.0|100
0|2022-01-02|1640.0|0|1640.0|0|26.0|0|0.0|100
0|2022-01-03|1678.0|0|1678.0|0|26.0|0|0.0|100
0|2022-01-04|1684.0|0|1684.0|0|26.0|0|0.0|100
0|2022-01-05|1687.0|0|1687.0|0|26.0|0|0.0|100
0|2022-01-06|1718.0|0|1718.0|0|26.0|0|0.0|100
0|2022-01-07|1720.0|0|1720.0|0|28.0|0|0.0|100
0|2022-01-08|1730.0|0|1730.0|0|28.0|0|0.0|100
0|2022-01-09|1737.0|0|1737.0|0|28.0|0|0.0|100
0|2022-01-10|1760.0|0|1760.0|0|28.0|0|0.0|100
0|2022-01-11|1763.0|0|1763.0|0|28.0|0|0.0|100
0|2022-01-12|1769.0|0|1769.0|0|28.0|0|0.0|100
0|2022-01-13|1769.0|0|1798.0|0|28.0|0|0.0|100
0|2022-01-14|1811.0|0|1811.0|0|29.0|0|0.0|100
0|2022-01-15|1837.0|0|1837.0|0|29.0|0|0.0|100
0|2022-01-16|1857.0|0|1857.0|0|29.0|0|0.0|100
0|2022-01-17|1870.0|0|0.0|100|29.0|0|0.0|100
