|dates|Madison_Georgia_UnitedStates.JHU_ConfirmedCases.data|Madison_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Madison_Georgia_UnitedStates.NYT_ConfirmedCases.data|Madison_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Madison_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|5099.0|0|5115.0|0|81.0|0|0.0|100
0|2021-12-21|5104.0|0|5120.0|0|82.0|0|0.0|100
0|2021-12-22|5114.0|0|5130.0|0|82.0|0|0.0|100
0|2021-12-23|5122.0|0|5138.0|0|82.0|0|0.0|100
0|2021-12-24|5136.0|0|5152.0|0|82.0|0|0.0|100
0|2021-12-25|5136.0|0|5152.0|0|82.0|0|0.0|100
0|2021-12-26|5136.0|0|5152.0|0|82.0|0|0.0|100
0|2021-12-27|5156.0|0|5170.0|0|83.0|0|0.0|100
0|2021-12-28|5170.0|0|5184.0|0|84.0|0|0.0|100
0|2021-12-29|5210.0|0|5224.0|0|84.0|0|0.0|100
0|2021-12-30|5250.0|0|5264.0|0|85.0|0|0.0|100
0|2021-12-31|5307.0|0|5321.0|0|85.0|0|0.0|100
0|2022-01-01|5307.0|0|5321.0|0|85.0|0|0.0|100
0|2022-01-02|5307.0|0|5321.0|0|85.0|0|0.0|100
0|2022-01-03|5307.0|0|5321.0|0|85.0|0|0.0|100
0|2022-01-04|5426.0|0|5440.0|0|85.0|0|0.0|100
0|2022-01-05|5473.0|0|5487.0|0|85.0|0|0.0|100
0|2022-01-06|5473.0|0|5487.0|0|85.0|0|0.0|100
0|2022-01-07|5473.0|0|5487.0|0|85.0|0|0.0|100
0|2022-01-08|5473.0|0|5487.0|0|85.0|0|0.0|100
0|2022-01-09|5473.0|0|5487.0|0|85.0|0|0.0|100
0|2022-01-10|5716.0|0|5731.0|0|85.0|0|0.0|100
0|2022-01-11|5789.0|0|5804.0|0|85.0|0|0.0|100
0|2022-01-12|5823.0|0|5838.0|0|85.0|0|0.0|100
0|2022-01-13|5823.0|0|5884.0|0|85.0|0|0.0|100
0|2022-01-14|5931.0|0|5946.0|0|85.0|0|0.0|100
0|2022-01-15|5931.0|0|5946.0|0|85.0|0|0.0|100
0|2022-01-16|5931.0|0|5946.0|0|85.0|0|0.0|100
0|2022-01-17|6099.0|0|0.0|100|85.0|0|0.0|100
