|dates|Rains_Texas_UnitedStates.JHU_ConfirmedCases.data|Rains_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rains_Texas_UnitedStates.NYT_ConfirmedCases.data|Rains_Texas_UnitedStates.NYT_ConfirmedCases.missing|Rains_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rains_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rains_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rains_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|1723.0|0|1723.0|0|49.0|0|0.0|100
0|2022-01-06|1735.0|0|1735.0|0|49.0|0|0.0|100
0|2022-01-07|1743.0|0|1743.0|0|49.0|0|0.0|100
0|2022-01-08|1762.0|0|1762.0|0|49.0|0|0.0|100
0|2022-01-09|1772.0|0|1772.0|0|49.0|0|0.0|100
0|2022-01-10|1780.0|0|1780.0|0|49.0|0|0.0|100
0|2022-01-11|1789.0|0|1789.0|0|49.0|0|0.0|100
0|2022-01-12|1808.0|0|1808.0|0|49.0|0|0.0|100
0|2022-01-13|1808.0|0|1843.0|0|49.0|0|0.0|100
0|2022-01-14|1843.0|0|1513.0|0|49.0|0|0.0|100
0|2022-01-15|1526.0|0|1526.0|0|49.0|0|0.0|100
0|2022-01-16|1531.0|0|1531.0|0|49.0|0|0.0|100
0|2022-01-17|1563.0|0|0.0|100|49.0|0|0.0|100
