|dates|Grant_Indiana_UnitedStates.JHU_ConfirmedCases.data|Grant_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Grant_Indiana_UnitedStates.NYT_ConfirmedCases.data|Grant_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Grant_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|11484.0|0|11890.0|0|233.0|0|0.0|100
0|2021-11-26|11484.0|0|11890.0|0|233.0|0|0.0|100
0|2021-11-27|11484.0|0|11890.0|0|233.0|0|0.0|100
0|2021-11-28|11484.0|0|11890.0|0|233.0|0|0.0|100
0|2021-11-29|11701.0|0|12107.0|0|235.0|0|0.0|100
0|2021-11-30|11755.0|0|12162.0|0|240.0|0|0.0|100
0|2021-12-01|11845.0|0|12252.0|0|241.0|0|0.0|100
0|2021-12-02|11901.0|0|12308.0|0|242.0|0|0.0|100
0|2021-12-03|11998.0|0|12405.0|0|245.0|0|0.0|100
0|2021-12-04|11998.0|0|12405.0|0|245.0|0|0.0|100
0|2021-12-05|11998.0|0|12405.0|0|245.0|0|0.0|100
0|2021-12-06|12181.0|0|12588.0|0|247.0|0|0.0|100
0|2021-12-07|12243.0|0|12650.0|0|249.0|0|0.0|100
0|2021-12-08|12326.0|0|12733.0|0|250.0|0|0.0|100
0|2021-12-09|12383.0|0|12790.0|0|251.0|0|0.0|100
0|2021-12-10|12487.0|0|12894.0|0|254.0|0|0.0|100
0|2021-12-11|12487.0|0|12894.0|0|254.0|0|0.0|100
0|2021-12-12|12487.0|0|12894.0|0|254.0|0|0.0|100
0|2021-12-13|12641.0|0|13048.0|0|258.0|0|0.0|100
0|2021-12-14|12641.0|0|13081.0|0|258.0|0|0.0|100
0|2021-12-15|12714.0|0|13121.0|0|260.0|0|0.0|100
0|2021-12-16|12761.0|0|13168.0|0|261.0|0|0.0|100
0|2021-12-17|12814.0|0|13221.0|0|262.0|0|0.0|100
0|2021-12-18|12814.0|0|13221.0|0|262.0|0|0.0|100
0|2021-12-19|12814.0|0|13221.0|0|262.0|0|0.0|100
0|2021-12-20|12936.0|0|13343.0|0|265.0|0|0.0|100
0|2021-12-21|12974.0|0|13382.0|0|266.0|0|0.0|100
0|2021-12-22|13005.0|0|13413.0|0|270.0|0|0.0|100
0|2021-12-23|13005.0|0|13413.0|0|270.0|0|0.0|100
0|2021-12-24|13005.0|0|13413.0|0|270.0|0|0.0|100
0|2021-12-25|13005.0|0|13413.0|0|270.0|0|0.0|100
0|2021-12-26|13005.0|0|13413.0|0|270.0|0|0.0|100
0|2021-12-27|13169.0|0|13577.0|0|270.0|0|0.0|100
0|2021-12-28|13186.0|0|13595.0|0|272.0|0|0.0|100
0|2021-12-29|13229.0|0|13638.0|0|273.0|0|0.0|100
0|2021-12-30|13300.0|0|13709.0|0|273.0|0|0.0|100
0|2021-12-31|13300.0|0|13709.0|0|273.0|0|0.0|100
0|2022-01-01|13300.0|0|13709.0|0|273.0|0|0.0|100
0|2022-01-02|13300.0|0|13709.0|0|273.0|0|0.0|100
0|2022-01-03|13488.0|0|13897.0|0|273.0|0|0.0|100
0|2022-01-04|13549.0|0|13958.0|0|278.0|0|0.0|100
0|2022-01-05|13638.0|0|14047.0|0|278.0|0|0.0|100
0|2022-01-06|13707.0|0|14116.0|0|280.0|0|0.0|100
0|2022-01-07|13822.0|0|14231.0|0|282.0|0|0.0|100
0|2022-01-08|13822.0|0|14231.0|0|282.0|0|0.0|100
0|2022-01-09|13822.0|0|14231.0|0|282.0|0|0.0|100
0|2022-01-10|14204.0|0|14613.0|0|285.0|0|0.0|100
0|2022-01-11|14296.0|0|14705.0|0|288.0|0|0.0|100
0|2022-01-12|14391.0|0|14800.0|0|288.0|0|0.0|100
0|2022-01-13|14391.0|0|14903.0|0|288.0|0|0.0|100
0|2022-01-14|14613.0|0|15023.0|0|292.0|0|0.0|100
0|2022-01-15|14613.0|0|15023.0|0|292.0|0|0.0|100
0|2022-01-16|14613.0|0|15023.0|0|292.0|0|0.0|100
0|2022-01-17|14898.0|0|0.0|100|293.0|0|0.0|100
