|dates|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedCases.data|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Pocahontas_Iowa_UnitedStates.NYT_ConfirmedCases.data|Pocahontas_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Pocahontas_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2021-12-30|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2021-12-31|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2022-01-01|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2022-01-02|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2022-01-03|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2022-01-04|1288.0|0|1294.0|0|25.0|0|0.0|100
0|2022-01-05|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-06|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-07|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-08|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-09|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-10|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-11|1320.0|0|1324.0|0|25.0|0|0.0|100
0|2022-01-12|1367.0|0|1380.0|0|25.0|0|0.0|100
0|2022-01-13|1367.0|0|1380.0|0|25.0|0|0.0|100
0|2022-01-14|1367.0|0|1380.0|0|25.0|0|0.0|100
0|2022-01-15|1367.0|0|1380.0|0|25.0|0|0.0|100
0|2022-01-16|1367.0|0|1380.0|0|25.0|0|0.0|100
0|2022-01-17|1367.0|0|0.0|100|25.0|0|0.0|100
