|dates|Stanton_Kansas_UnitedStates.AveragePrecipitationTotal.data|Stanton_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Stanton_Kansas_UnitedStates.AveragePrecipitation.data|Stanton_Kansas_UnitedStates.AveragePrecipitation.missing|Stanton_Kansas_UnitedStates.AverageWindDirection.data|Stanton_Kansas_UnitedStates.AverageWindDirection.missing|Stanton_Kansas_UnitedStates.AverageWindSpeed.data|Stanton_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-11-13|0.0|0|0.0|0|231.66666666666666|0|9.927083333333334|0
0|2021-11-14|0.0|0|0.0|0|217.08333333333334|0|11.96875|0
0|2021-11-15|0.0|0|0.0|0|212.08333333333334|0|9.916666666666666|0
0|2021-11-16|0.0|0|0.0|0|255.57291666666666|0|10.729166666666666|0
0|2021-11-17|0.0|0|0.0|0|173.54166666666666|0|15.963541666666666|0
0|2021-11-18|0.0|0|0.0|0|227.91666666666666|0|15.864583333333334|0
0|2021-11-19|0.0|0|0.0|0|213.07291666666666|0|16.145833333333332|0
0|2021-11-20|0.0|0|0.0|0|267.5|0|8.895833333333334|0
0|2021-11-21|0.0|0|0.0|0|229.79166666666666|0|12.364583333333334|0
0|2021-11-22|0.0|0|0.0|0|195.625|0|11.041666666666666|0
0|2021-11-23|0.0|0|0.0|0|220.625|0|16.395833333333332|0
0|2021-11-24|0.0|0|0.0|0|236.77083333333334|0|18.5625|0
0|2021-11-25|0.0|0|0.0|0|260.5208333333333|0|10.96875|0
0|2021-11-26|0.0|0|0.0|0|238.54166666666666|0|11.166666666666666|0
0|2021-11-27|0.0|0|0.0|0|168.125|0|13.177083333333334|0
0|2021-11-28|0.0|0|0.0|0|229.375|0|9.59375|0
0|2021-11-29|0.0|0|0.0|0|217.29166666666666|0|8.947916666666666|0
0|2021-11-30|0.0|0|0.0|0|176.5625|0|13.15625|0
0|2021-12-01|0.0|0|0.0|0|255.625|0|11.197916666666666|0
0|2021-12-02|0.0|0|0.0|0|216.71875|0|10.572916666666666|0
0|2021-12-03|0.0|0|0.0|0|144.16666666666666|0|15.041666666666666|0
0|2021-12-04|0.0|0|0.0|0|232.1875|0|8.0|0
0|2021-12-05|0.0|0|0.0|0|210.10416666666666|0|15.302083333333334|0
0|2021-12-06|0.0|0|0.0|0|227.39583333333334|0|12.822916666666666|0
0|2021-12-07|0.0|0|0.0|0|155.625|0|10.25|0
0|2021-12-08|0.0|0|0.0|0|222.23958333333334|0|16.0625|0
0|2021-12-09|0.0|0|0.0|0|211.66666666666666|0|14.15625|0
0|2021-12-10|0.0|0|0.0|0|278.8541666666667|0|23.833333333333332|0
0|2021-12-11|0.0|0|0.0|0|228.75|0|12.854166666666666|0
0|2021-12-12|0.0|0|0.0|0|226.875|0|11.729166666666666|0
0|2021-12-13|0.0|0|0.0|0|251.66666666666666|0|8.854166666666666|0
0|2021-12-14|0.0|0|0.0|0|238.75|0|15.885416666666666|0
0|2021-12-15|0.0|0|0.0|0|214.27083333333334|0|37.729166666666664|0
0|2021-12-16|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-17|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-18|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-19|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-20|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-21|0.0|0|0.0|0|220.0|0|49.0|0
0|2021-12-22|0.0|0|0.0|0|208.64583333333334|0|24.734375|0
0|2021-12-23|0.0|0|0.0|0|193.4375|0|10.791666666666666|0
0|2021-12-24|0.0|0|0.0|0|233.02083333333334|0|23.177083333333332|0
0|2021-12-25|0.0|0|0.0|0|202.39583333333334|0|12.052083333333334|0
0|2021-12-26|0.0|0|0.0|0|230.9375|0|21.541666666666668|0
0|2021-12-27|0.0|0|0.0|0|157.70833333333334|0|15.447916666666666|0
0|2021-12-28|0.0|0|0.0|0|157.1875|0|16.489583333333332|0
0|2021-12-29|0.0|0|0.0|0|81.35416666666667|0|5.84375|0
0|2021-12-30|0.0|0|0.0|0|238.02083333333334|0|15.729166666666666|0
0|2021-12-31|0.0|0|0.0|0|199.27083333333334|0|20.739583333333332|0
0|2022-01-01|0.0|0|0.0|0|262.6041666666667|0|19.354166666666668|0
0|2022-01-02|0.0|0|0.0|0|270.8333333333333|0|10.197916666666666|0
0|2022-01-03|0.0|0|0.0|0|221.97916666666666|0|13.791666666666666|0
0|2022-01-04|0.0|0|0.0|0|243.95833333333334|0|12.802083333333334|0
0|2022-01-05|0.0|0|0.0|0|165.52083333333334|0|15.229166666666666|0
0|2022-01-06|0.0|0|0.0|0|171.77083333333334|0|13.145833333333334|0
0|2022-01-07|0.0|0|0.0|0|163.54166666666666|0|14.302083333333334|0
0|2022-01-08|0.0|0|0.0|0|205.0|0|14.916666666666666|0
0|2022-01-09|0.0|0|0.0|0|187.5|0|10.270833333333334|0
0|2022-01-10|0.0|0|0.0|0|239.27083333333334|0|9.520833333333334|0
0|2022-01-11|0.0|0|0.0|0|194.79166666666666|0|11.645833333333334|0
0|2022-01-12|0.0|0|0.0|0|261.7708333333333|0|9.708333333333334|0
0|2022-01-13|0.0|0|0.0|0|194.21875|0|9.958333333333334|0
0|2022-01-14|0.0|0|0.0|0|298.6458333333333|0|23.333333333333332|0
0|2022-01-15|0.0|0|0.0|0|300.6770833333333|0|16.932291666666668|0
0|2022-01-16|0.0|0|0.0|0|245.83333333333334|0|11.75|0
0|2022-01-17|0.0|0|0.0|0|233.54166666666666|0|10.25|0
