|dates|Haines_Alaska_UnitedStates.JHU_ConfirmedCases.data|Haines_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Haines_Alaska_UnitedStates.NYT_ConfirmedCases.data|Haines_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Haines_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Haines_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Haines_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Haines_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|279.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-05|285.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-06|285.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-07|296.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-08|296.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-09|296.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-10|317.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-11|317.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-12|325.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-13|325.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-14|327.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-15|327.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-16|327.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-17|327.0|0|0.0|100|1.0|0|0.0|100
