|dates|LaSalle_Illinois_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Illinois_UnitedStates.NYT_ConfirmedCases.data|LaSalle_Illinois_UnitedStates.NYT_ConfirmedCases.missing|LaSalle_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|15625.0|0|15625.0|0|291.0|0|0.0|100
0|2021-11-18|15668.0|0|15668.0|0|291.0|0|0.0|100
0|2021-11-19|15724.0|0|15724.0|0|292.0|0|0.0|100
0|2021-11-20|15724.0|0|15724.0|0|292.0|0|0.0|100
0|2021-11-21|15724.0|0|15724.0|0|292.0|0|0.0|100
0|2021-11-22|15809.0|0|15809.0|0|293.0|0|0.0|100
0|2021-11-23|15836.0|0|15836.0|0|293.0|0|0.0|100
0|2021-11-24|15884.0|0|15884.0|0|294.0|0|0.0|100
0|2021-11-25|15884.0|0|15884.0|0|294.0|0|0.0|100
0|2021-11-26|15884.0|0|15884.0|0|294.0|0|0.0|100
0|2021-11-27|15884.0|0|15884.0|0|294.0|0|0.0|100
0|2021-11-28|15884.0|0|15884.0|0|294.0|0|0.0|100
0|2021-11-29|16028.0|0|16028.0|0|294.0|0|0.0|100
0|2021-11-30|16093.0|0|16093.0|0|294.0|0|0.0|100
0|2021-12-01|16155.0|0|16155.0|0|296.0|0|0.0|100
0|2021-12-02|16311.0|0|16311.0|0|296.0|0|0.0|100
0|2021-12-03|16385.0|0|16385.0|0|296.0|0|0.0|100
0|2021-12-04|16385.0|0|16385.0|0|296.0|0|0.0|100
0|2021-12-05|16385.0|0|16385.0|0|296.0|0|0.0|100
0|2021-12-06|16639.0|0|16639.0|0|296.0|0|0.0|100
0|2021-12-07|16742.0|0|16742.0|0|296.0|0|0.0|100
0|2021-12-08|16859.0|0|16859.0|0|296.0|0|0.0|100
0|2021-12-09|16945.0|0|16945.0|0|296.0|0|0.0|100
0|2021-12-10|17055.0|0|17055.0|0|296.0|0|0.0|100
0|2021-12-11|17055.0|0|17055.0|0|296.0|0|0.0|100
0|2021-12-12|17055.0|0|17055.0|0|296.0|0|0.0|100
0|2021-12-13|17248.0|0|17248.0|0|296.0|0|0.0|100
0|2021-12-14|17248.0|0|17346.0|0|296.0|0|0.0|100
0|2021-12-15|17462.0|0|17462.0|0|297.0|0|0.0|100
0|2021-12-16|17553.0|0|17553.0|0|298.0|0|0.0|100
0|2021-12-17|17673.0|0|17673.0|0|299.0|0|0.0|100
0|2021-12-18|17673.0|0|17673.0|0|299.0|0|0.0|100
0|2021-12-19|17673.0|0|17673.0|0|299.0|0|0.0|100
0|2021-12-20|17916.0|0|17916.0|0|303.0|0|0.0|100
0|2021-12-21|18001.0|0|18001.0|0|303.0|0|0.0|100
0|2021-12-22|18099.0|0|18099.0|0|305.0|0|0.0|100
0|2021-12-23|18215.0|0|18215.0|0|308.0|0|0.0|100
0|2021-12-24|18215.0|0|18215.0|0|308.0|0|0.0|100
0|2021-12-25|18215.0|0|18215.0|0|308.0|0|0.0|100
0|2021-12-26|18215.0|0|18215.0|0|308.0|0|0.0|100
0|2021-12-27|18523.0|0|18523.0|0|314.0|0|0.0|100
0|2021-12-28|18687.0|0|18687.0|0|314.0|0|0.0|100
0|2021-12-29|18857.0|0|18857.0|0|315.0|0|0.0|100
0|2021-12-30|19108.0|0|19108.0|0|321.0|0|0.0|100
0|2021-12-31|19108.0|0|19108.0|0|321.0|0|0.0|100
0|2022-01-01|19108.0|0|19108.0|0|321.0|0|0.0|100
0|2022-01-02|19108.0|0|19108.0|0|321.0|0|0.0|100
0|2022-01-03|19713.0|0|19713.0|0|323.0|0|0.0|100
0|2022-01-04|20054.0|0|20054.0|0|325.0|0|0.0|100
0|2022-01-05|20374.0|0|20374.0|0|325.0|0|0.0|100
0|2022-01-06|20680.0|0|20680.0|0|331.0|0|0.0|100
0|2022-01-07|21263.0|0|21263.0|0|331.0|0|0.0|100
0|2022-01-08|21263.0|0|21263.0|0|331.0|0|0.0|100
0|2022-01-09|21263.0|0|21263.0|0|331.0|0|0.0|100
0|2022-01-10|22172.0|0|22172.0|0|331.0|0|0.0|100
0|2022-01-11|22772.0|0|22772.0|0|332.0|0|0.0|100
0|2022-01-12|23234.0|0|23234.0|0|333.0|0|0.0|100
0|2022-01-13|23234.0|0|23569.0|0|333.0|0|0.0|100
0|2022-01-14|23961.0|0|23961.0|0|338.0|0|0.0|100
0|2022-01-15|23961.0|0|23961.0|0|338.0|0|0.0|100
0|2022-01-16|23961.0|0|23961.0|0|338.0|0|0.0|100
0|2022-01-17|23961.0|0|0.0|100|338.0|0|0.0|100
