|dates|Charlton_Georgia_UnitedStates.AverageDailyTemperature.data|Charlton_Georgia_UnitedStates.AverageDailyTemperature.missing|Charlton_Georgia_UnitedStates.AverageDewPoint.data|Charlton_Georgia_UnitedStates.AverageDewPoint.missing|Charlton_Georgia_UnitedStates.AverageRelativeHumidity.data|Charlton_Georgia_UnitedStates.AverageRelativeHumidity.missing|Charlton_Georgia_UnitedStates.AverageSurfaceAirPressure.data|Charlton_Georgia_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-12-07|64.41666666666667|0|60.760416666666664|0|88.84375|0|30.035833333333326|0
0|2021-12-08|66.83888888888889|0|63.666666666666664|0|90.8125|0|29.96581944444445|0
0|2021-12-09|58.861111111111114|0|56.361111111111114|0|91.85416666666667|0|30.09597222222222|0
0|2021-12-10|63.84375|0|60.083333333333336|0|88.70833333333333|0|30.09833333333334|0
0|2021-12-11|70.08333333333333|0|64.15625|0|83.17708333333333|0|30.035624999999996|0
0|2021-12-12|63.17222222222222|0|60.368055555555564|0|90.73333333333333|0|30.155208333333338|0
0|2021-12-13|59.291666666666664|0|55.125|0|86.58333333333333|0|30.292291666666657|0
0|2021-12-14|60.97222222222222|0|57.27430555555555|0|88.5798611111111|0|30.32378472222223|0
0|2021-12-15|64.91666666666667|0|60.1875|0|85.91666666666667|0|30.283749999999998|0
0|2021-12-16|68.20833333333333|0|64.5625|0|88.91666666666667|0|30.17874999999999|0
0|2021-12-17|67.91944444444444|0|63.26666666666667|0|86.29166666666667|0|30.162222222222216|0
0|2021-12-18|67.6388888888889|0|63.34722222222223|0|87.33333333333333|0|30.065833333333334|0
0|2021-12-19|68.8611111111111|0|66.22222222222223|0|91.54166666666667|0|29.943888888888893|0
0|2021-12-20|53.666666666666664|0|50.291666666666664|0|88.1875|0|30.087500000000002|0
0|2021-12-21|50.416666666666664|0|49.743055555555564|0|97.52083333333333|0|29.81402777777777|0
0|2021-12-22|49.88194444444445|0|42.708333333333336|0|79.03472222222223|0|29.907569444444444|0
0|2021-12-23|50.0|0|43.208333333333336|0|78.75|0|30.149166666666677|0
0|2021-12-24|55.708333333333336|0|48.958333333333336|0|81.375|0|30.155|0
0|2021-12-25|59.416666666666664|0|52.375|0|80.33333333333333|0|30.051666666666662|0
0|2021-12-26|64.37202380952381|0|60.017857142857146|0|87.54166666666667|0|30.036502976190466|0
0|2021-12-27|63.833333333333336|0|60.083333333333336|0|88.91666666666667|0|30.023208333333333|0
0|2021-12-28|63.614583333333336|0|59.32986111111111|0|87.87152777777779|0|29.989375000000006|0
0|2021-12-29|67.52777777777777|0|61.194444444444436|0|82.0|0|29.984583333333333|0
0|2021-12-30|69.93402777777779|0|65.51041666666667|0|87.25694444444446|0|29.9971875|0
0|2021-12-31|73.02083333333333|0|68.58333333333333|0|86.7013888888889|0|30.00770833333333|0
0|2022-01-01|70.02777777777779|0|63.43055555555555|0|81.86111111111111|0|29.983541666666678|0
0|2022-01-02|73.4236111111111|0|65.02083333333333|0|76.79861111111111|0|29.91277777777778|0
0|2022-01-03|54.0|0|44.5|0|70.83333333333333|0|30.056666666666672|0
0|2022-01-04|53.375|0|47.951388888888886|0|82.93055555555556|0|30.199583333333326|0
0|2022-01-05|58.96875|0|56.34375|0|91.36805555555556|0|30.00059027777778|0
0|2022-01-06|55.229166666666664|0|47.291666666666664|0|77.625|0|29.95541666666666|0
0|2022-01-07|54.625|0|40.979166666666664|0|63.541666666666664|0|30.12708333333333|0
0|2022-01-08|55.020833333333336|0|48.270833333333336|0|79.20833333333333|0|30.361458333333328|0
0|2022-01-09|63.375|0|56.958333333333336|0|82.45833333333333|0|30.271250000000006|0
0|2022-01-10|57.511805555555554|0|55.28263888888889|0|92.44791666666667|0|30.207493055555542|0
0|2022-01-11|48.75|0|39.5|0|72.04166666666667|0|30.357083333333332|0
0|2022-01-12|51.625|0|46.833333333333336|0|84.58333333333333|0|30.223333333333333|0
0|2022-01-13|53.708333333333336|0|47.708333333333336|0|81.5|0|29.94333333333334|0
0|2022-01-14|50.333333333333336|0|38.791666666666664|0|67.58333333333333|0|29.918333333333347|0
0|2022-01-15|52.895833333333336|0|42.604166666666664|0|72.41666666666667|0|29.982708333333335|0
0|2022-01-16|56.770833333333336|0|48.166666666666664|0|74.4375|0|29.676875|0
0|2022-01-17|47.041666666666664|0|34.25|0|62.791666666666664|0|29.894791666666666|0
