|dates|RoanokeCity_Virginia_UnitedStates.BLS_EmployedPopulation.data|RoanokeCity_Virginia_UnitedStates.BLS_EmployedPopulation.missing|RoanokeCity_Virginia_UnitedStates.BLS_UnemployedPopulation.data|RoanokeCity_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|RoanokeCity_Virginia_UnitedStates.BLS_UnemploymentRate.data|RoanokeCity_Virginia_UnitedStates.BLS_UnemploymentRate.missing|RoanokeCity_Virginia_UnitedStates.BLS_LaborForcePopulation.data|RoanokeCity_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-19|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-20|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-21|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-22|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-23|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-24|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-25|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-26|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-27|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-28|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-29|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-30|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2021-12-31|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-01|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-02|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-03|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-04|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-05|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-06|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-07|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-08|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-09|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-10|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-11|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-12|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-13|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-14|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-15|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-16|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
0|2022-01-17|45660.0|0|2399.0|0|4.9917809359329155|0|48059.0|0
