|dates|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Chester_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.data|Chester_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.missing|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Chester_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-11-12|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|895.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|895.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|895.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|895.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|897.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|899.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|901.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|901.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|901.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|902.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|902.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|905.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|906.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|909.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|910.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|912.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|913.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|914.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|915.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|916.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|916.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|916.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|918.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|920.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|920.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|923.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|927.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|929.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|930.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|934.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|937.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|937.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|937.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|938.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|944.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|948.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|948.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|948.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|948.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|954.0|0|0.0|100|0.0|100
0|2021-12-29|0.0|100|958.0|0|0.0|100|0.0|100
0|2021-12-30|0.0|100|962.0|0|0.0|100|0.0|100
0|2021-12-31|0.0|100|967.0|0|0.0|100|0.0|100
0|2022-01-01|0.0|100|967.0|0|0.0|100|0.0|100
0|2022-01-02|0.0|100|967.0|0|0.0|100|0.0|100
0|2022-01-03|0.0|100|970.0|0|0.0|100|0.0|100
0|2022-01-04|0.0|100|974.0|0|0.0|100|0.0|100
0|2022-01-05|0.0|100|976.0|0|0.0|100|0.0|100
0|2022-01-06|0.0|100|983.0|0|0.0|100|0.0|100
0|2022-01-07|0.0|100|990.0|0|0.0|100|0.0|100
0|2022-01-08|0.0|100|993.0|0|0.0|100|0.0|100
0|2022-01-09|0.0|100|993.0|0|0.0|100|0.0|100
0|2022-01-10|0.0|100|993.0|0|0.0|100|0.0|100
0|2022-01-11|0.0|100|998.0|0|0.0|100|0.0|100
0|2022-01-12|0.0|100|1003.0|0|0.0|100|0.0|100
0|2022-01-13|0.0|100|1007.0|0|0.0|100|0.0|100
0|2022-01-14|0.0|100|1010.0|0|0.0|100|0.0|100
0|2022-01-15|0.0|100|1020.0|0|0.0|100|0.0|100
0|2022-01-16|0.0|100|1020.0|0|0.0|100|0.0|100
0|2022-01-17|0.0|100|0.0|100|0.0|100|0.0|100
