|dates|Adair_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Adair_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Adair_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Adair_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|5123.0|0|5123.0|0|63.0|0|0.0|100
0|2021-12-27|5123.0|0|5123.0|0|63.0|0|0.0|100
0|2021-12-28|5123.0|0|5123.0|0|63.0|0|0.0|100
0|2021-12-29|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2021-12-30|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2021-12-31|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2022-01-01|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2022-01-02|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2022-01-03|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2022-01-04|5150.0|0|5150.0|0|63.0|0|0.0|100
0|2022-01-05|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-06|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-07|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-08|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-09|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-10|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-11|5218.0|0|5218.0|0|63.0|0|0.0|100
0|2022-01-12|5459.0|0|5459.0|0|64.0|0|0.0|100
0|2022-01-13|5459.0|0|5459.0|0|64.0|0|0.0|100
0|2022-01-14|5459.0|0|5459.0|0|64.0|0|0.0|100
0|2022-01-15|5459.0|0|5459.0|0|64.0|0|0.0|100
0|2022-01-16|5459.0|0|5459.0|0|64.0|0|0.0|100
0|2022-01-17|5459.0|0|0.0|100|64.0|0|0.0|100
