|dates|Baxter_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Baxter_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Baxter_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Baxter_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Baxter_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Baxter_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Baxter_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Baxter_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|6305.0|0|6305.0|0|190.0|0|0.0|100
0|2021-12-06|6307.0|0|6307.0|0|190.0|0|0.0|100
0|2021-12-07|6322.0|0|6322.0|0|192.0|0|0.0|100
0|2021-12-08|6329.0|0|6329.0|0|193.0|0|0.0|100
0|2021-12-09|6345.0|0|6345.0|0|194.0|0|0.0|100
0|2021-12-10|6386.0|0|6386.0|0|194.0|0|0.0|100
0|2021-12-11|6395.0|0|6395.0|0|194.0|0|0.0|100
0|2021-12-12|6395.0|0|6395.0|0|194.0|0|0.0|100
0|2021-12-13|6400.0|0|6400.0|0|194.0|0|0.0|100
0|2021-12-14|6400.0|0|6404.0|0|194.0|0|0.0|100
0|2021-12-15|6418.0|0|6418.0|0|195.0|0|0.0|100
0|2021-12-16|6426.0|0|6426.0|0|195.0|0|0.0|100
0|2021-12-17|6470.0|0|6470.0|0|196.0|0|0.0|100
0|2021-12-18|6481.0|0|6481.0|0|196.0|0|0.0|100
0|2021-12-19|6489.0|0|6489.0|0|196.0|0|0.0|100
0|2021-12-20|6497.0|0|6497.0|0|196.0|0|0.0|100
0|2021-12-21|6506.0|0|6506.0|0|196.0|0|0.0|100
0|2021-12-22|6456.0|0|6456.0|0|196.0|0|0.0|100
0|2021-12-23|6465.0|0|6465.0|0|196.0|0|0.0|100
0|2021-12-24|6517.0|0|6517.0|0|197.0|0|0.0|100
0|2021-12-25|6534.0|0|6534.0|0|198.0|0|0.0|100
0|2021-12-26|6536.0|0|6536.0|0|198.0|0|0.0|100
0|2021-12-27|6542.0|0|6542.0|0|198.0|0|0.0|100
0|2021-12-28|6553.0|0|6553.0|0|199.0|0|0.0|100
0|2021-12-29|6603.0|0|6603.0|0|200.0|0|0.0|100
0|2021-12-30|6624.0|0|6624.0|0|201.0|0|0.0|100
0|2021-12-31|6638.0|0|6638.0|0|201.0|0|0.0|100
0|2022-01-01|6672.0|0|6672.0|0|200.0|0|0.0|100
0|2022-01-02|6678.0|0|6678.0|0|201.0|0|0.0|100
0|2022-01-03|6683.0|0|6683.0|0|203.0|0|0.0|100
0|2022-01-04|6717.0|0|6717.0|0|205.0|0|0.0|100
0|2022-01-05|6770.0|0|6770.0|0|205.0|0|0.0|100
0|2022-01-06|6825.0|0|6825.0|0|206.0|0|0.0|100
0|2022-01-07|6860.0|0|6860.0|0|206.0|0|0.0|100
0|2022-01-08|6933.0|0|6933.0|0|206.0|0|0.0|100
0|2022-01-09|6933.0|0|6933.0|0|206.0|0|0.0|100
0|2022-01-10|6977.0|0|6977.0|0|206.0|0|0.0|100
0|2022-01-11|7015.0|0|7015.0|0|209.0|0|0.0|100
0|2022-01-12|7073.0|0|7073.0|0|209.0|0|0.0|100
0|2022-01-13|7073.0|0|7118.0|0|209.0|0|0.0|100
0|2022-01-14|7191.0|0|7191.0|0|209.0|0|0.0|100
0|2022-01-15|7256.0|0|7256.0|0|209.0|0|0.0|100
0|2022-01-16|7297.0|0|7297.0|0|209.0|0|0.0|100
0|2022-01-17|7313.0|0|0.0|100|210.0|0|0.0|100
