|dates|Dale_Alabama_UnitedStates.JHU_ConfirmedCases.data|Dale_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Dale_Alabama_UnitedStates.NYT_ConfirmedCases.data|Dale_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Dale_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Dale_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Dale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Dale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|9083.0|0|9083.0|0|193.0|0|0.0|100
0|2021-12-14|9083.0|0|9101.0|0|193.0|0|0.0|100
0|2021-12-15|9110.0|0|9110.0|0|193.0|0|0.0|100
0|2021-12-16|9116.0|0|9116.0|0|193.0|0|0.0|100
0|2021-12-17|9128.0|0|9128.0|0|193.0|0|0.0|100
0|2021-12-18|9129.0|0|9129.0|0|193.0|0|0.0|100
0|2021-12-19|9133.0|0|9133.0|0|193.0|0|0.0|100
0|2021-12-20|9138.0|0|9138.0|0|193.0|0|0.0|100
0|2021-12-21|9148.0|0|9148.0|0|193.0|0|0.0|100
0|2021-12-22|9160.0|0|9160.0|0|193.0|0|0.0|100
0|2021-12-23|9179.0|0|9179.0|0|194.0|0|0.0|100
0|2021-12-24|9195.0|0|9195.0|0|194.0|0|0.0|100
0|2021-12-25|9211.0|0|9211.0|0|194.0|0|0.0|100
0|2021-12-26|9218.0|0|9218.0|0|194.0|0|0.0|100
0|2021-12-27|9228.0|0|9228.0|0|194.0|0|0.0|100
0|2021-12-28|9247.0|0|9247.0|0|194.0|0|0.0|100
0|2021-12-29|9293.0|0|9293.0|0|194.0|0|0.0|100
0|2021-12-30|9342.0|0|9342.0|0|194.0|0|0.0|100
0|2021-12-31|9393.0|0|9393.0|0|194.0|0|0.0|100
0|2022-01-01|9393.0|0|9393.0|0|194.0|0|0.0|100
0|2022-01-02|9487.0|0|9487.0|0|194.0|0|0.0|100
0|2022-01-03|9518.0|0|9518.0|0|194.0|0|0.0|100
0|2022-01-04|9547.0|0|9547.0|0|195.0|0|0.0|100
0|2022-01-05|9659.0|0|9659.0|0|195.0|0|0.0|100
0|2022-01-06|9758.0|0|9758.0|0|195.0|0|0.0|100
0|2022-01-07|9873.0|0|9873.0|0|197.0|0|0.0|100
0|2022-01-08|9935.0|0|9935.0|0|198.0|0|0.0|100
0|2022-01-09|10013.0|0|10013.0|0|198.0|0|0.0|100
0|2022-01-10|10073.0|0|10073.0|0|198.0|0|0.0|100
0|2022-01-11|10134.0|0|10134.0|0|198.0|0|0.0|100
0|2022-01-12|10274.0|0|10274.0|0|198.0|0|0.0|100
0|2022-01-13|10274.0|0|10274.0|0|198.0|0|0.0|100
0|2022-01-14|10274.0|0|10274.0|0|198.0|0|0.0|100
0|2022-01-15|10274.0|0|10274.0|0|198.0|0|0.0|100
0|2022-01-16|10651.0|0|10651.0|0|198.0|0|0.0|100
0|2022-01-17|10717.0|0|0.0|100|198.0|0|0.0|100
