|dates|Dallas_Texas_UnitedStates.JHU_ConfirmedCases.data|Dallas_Texas_UnitedStates.JHU_ConfirmedCases.missing|Dallas_Texas_UnitedStates.NYT_ConfirmedCases.data|Dallas_Texas_UnitedStates.NYT_ConfirmedCases.missing|Dallas_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Dallas_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Dallas_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Dallas_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|409318.0|0|409318.0|0|5510.0|0|0.0|100
0|2021-11-16|409762.0|0|409762.0|0|5515.0|0|0.0|100
0|2021-11-17|409762.0|0|409762.0|0|5534.0|0|0.0|100
0|2021-11-18|411153.0|0|410582.0|0|5539.0|0|0.0|100
0|2021-11-19|411153.0|0|411153.0|0|5552.0|0|0.0|100
0|2021-11-20|411446.0|0|411446.0|0|5558.0|0|0.0|100
0|2021-11-21|411446.0|0|411446.0|0|5560.0|0|0.0|100
0|2021-11-22|411446.0|0|411446.0|0|5561.0|0|0.0|100
0|2021-11-23|412507.0|0|411446.0|0|5582.0|0|0.0|100
0|2021-11-24|412507.0|0|412507.0|0|5584.0|0|0.0|100
0|2021-11-25|412507.0|0|412507.0|0|5584.0|0|0.0|100
0|2021-11-26|412507.0|0|412507.0|0|5584.0|0|0.0|100
0|2021-11-27|412507.0|0|412507.0|0|5584.0|0|0.0|100
0|2021-11-28|412507.0|0|412507.0|0|5584.0|0|0.0|100
0|2021-11-29|412836.0|0|412836.0|0|5595.0|0|0.0|100
0|2021-11-30|413171.0|0|413171.0|0|5600.0|0|0.0|100
0|2021-12-01|414278.0|0|413282.0|0|5610.0|0|0.0|100
0|2021-12-02|414567.0|0|413398.0|0|5617.0|0|0.0|100
0|2021-12-03|414885.0|0|413595.0|0|5621.0|0|0.0|100
0|2021-12-04|414885.0|0|413776.0|0|5626.0|0|0.0|100
0|2021-12-05|414885.0|0|413913.0|0|5626.0|0|0.0|100
0|2021-12-06|415315.0|0|414089.0|0|5626.0|0|0.0|100
0|2021-12-07|415687.0|0|414384.0|0|5638.0|0|0.0|100
0|2021-12-08|416696.0|0|414472.0|0|5644.0|0|0.0|100
0|2021-12-09|417081.0|0|414606.0|0|5651.0|0|0.0|100
0|2021-12-10|421330.0|0|421330.0|0|5665.0|0|0.0|100
0|2021-12-11|421625.0|0|421625.0|0|5670.0|0|0.0|100
0|2021-12-12|421838.0|0|421838.0|0|5673.0|0|0.0|100
0|2021-12-13|422161.0|0|422161.0|0|5675.0|0|0.0|100
0|2021-12-14|422161.0|0|422461.0|0|5675.0|0|0.0|100
0|2021-12-15|422755.0|0|422755.0|0|5692.0|0|0.0|100
0|2021-12-16|423082.0|0|423082.0|0|5704.0|0|0.0|100
0|2021-12-17|423371.0|0|423371.0|0|5712.0|0|0.0|100
0|2021-12-18|423924.0|0|423924.0|0|5718.0|0|0.0|100
0|2021-12-19|424524.0|0|424524.0|0|5719.0|0|0.0|100
0|2021-12-20|425385.0|0|425385.0|0|5719.0|0|0.0|100
0|2021-12-21|426143.0|0|426143.0|0|5725.0|0|0.0|100
0|2021-12-22|426624.0|0|426624.0|0|5731.0|0|0.0|100
0|2021-12-23|427406.0|0|427406.0|0|5736.0|0|0.0|100
0|2021-12-24|427406.0|0|427406.0|0|5736.0|0|0.0|100
0|2021-12-25|427406.0|0|427406.0|0|5736.0|0|0.0|100
0|2021-12-26|427406.0|0|427406.0|0|5736.0|0|0.0|100
0|2021-12-27|432113.0|0|432113.0|0|5749.0|0|0.0|100
0|2021-12-28|433707.0|0|433707.0|0|5755.0|0|0.0|100
0|2021-12-29|434569.0|0|434569.0|0|5759.0|0|0.0|100
0|2021-12-30|436400.0|0|436400.0|0|5765.0|0|0.0|100
0|2021-12-31|436400.0|0|436400.0|0|5765.0|0|0.0|100
0|2022-01-01|436400.0|0|436400.0|0|5765.0|0|0.0|100
0|2022-01-02|436400.0|0|436400.0|0|5765.0|0|0.0|100
0|2022-01-03|451602.0|0|451602.0|0|5780.0|0|0.0|100
0|2022-01-04|457058.0|0|457058.0|0|5785.0|0|0.0|100
0|2022-01-05|461225.0|0|461225.0|0|5790.0|0|0.0|100
0|2022-01-06|465748.0|0|465748.0|0|5799.0|0|0.0|100
0|2022-01-07|468826.0|0|468826.0|0|5803.0|0|0.0|100
0|2022-01-08|473735.0|0|473735.0|0|5815.0|0|0.0|100
0|2022-01-09|477343.0|0|477343.0|0|5817.0|0|0.0|100
0|2022-01-10|481528.0|0|481528.0|0|5817.0|0|0.0|100
0|2022-01-11|486776.0|0|486776.0|0|5833.0|0|0.0|100
0|2022-01-12|493676.0|0|493676.0|0|5845.0|0|0.0|100
0|2022-01-13|493676.0|0|500937.0|0|5845.0|0|0.0|100
0|2022-01-14|500937.0|0|483129.0|0|5845.0|0|0.0|100
0|2022-01-15|500937.0|0|488927.0|0|5853.0|0|0.0|100
0|2022-01-16|492459.0|0|492459.0|0|5874.0|0|0.0|100
0|2022-01-17|498291.0|0|0.0|100|5874.0|0|0.0|100
