|dates|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Mercer_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Mercer_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|9447.0|0|9447.0|0|182.0|0|0.0|100
0|2021-11-24|9469.0|0|9469.0|0|184.0|0|0.0|100
0|2021-11-25|9469.0|0|9469.0|0|184.0|0|0.0|100
0|2021-11-26|9469.0|0|9469.0|0|184.0|0|0.0|100
0|2021-11-27|9469.0|0|9469.0|0|184.0|0|0.0|100
0|2021-11-28|9469.0|0|9469.0|0|184.0|0|0.0|100
0|2021-11-29|9624.0|0|9624.0|0|183.0|0|0.0|100
0|2021-11-30|9652.0|0|9652.0|0|184.0|0|0.0|100
0|2021-12-01|9690.0|0|9690.0|0|185.0|0|0.0|100
0|2021-12-02|9757.0|0|9757.0|0|188.0|0|0.0|100
0|2021-12-03|9811.0|0|9811.0|0|188.0|0|0.0|100
0|2021-12-04|9869.0|0|9869.0|0|188.0|0|0.0|100
0|2021-12-05|9869.0|0|9917.0|0|188.0|0|0.0|100
0|2021-12-06|9954.0|0|9954.0|0|189.0|0|0.0|100
0|2021-12-07|9986.0|0|9986.0|0|190.0|0|0.0|100
0|2021-12-08|10031.0|0|10031.0|0|190.0|0|0.0|100
0|2021-12-09|10101.0|0|10101.0|0|190.0|0|0.0|100
0|2021-12-10|10152.0|0|10152.0|0|191.0|0|0.0|100
0|2021-12-11|10202.0|0|10202.0|0|191.0|0|0.0|100
0|2021-12-12|10242.0|0|10242.0|0|191.0|0|0.0|100
0|2021-12-13|10277.0|0|10277.0|0|193.0|0|0.0|100
0|2021-12-14|10277.0|0|10301.0|0|193.0|0|0.0|100
0|2021-12-15|10331.0|0|10331.0|0|194.0|0|0.0|100
0|2021-12-16|10391.0|0|10391.0|0|194.0|0|0.0|100
0|2021-12-17|10439.0|0|10439.0|0|194.0|0|0.0|100
0|2021-12-18|10515.0|0|10515.0|0|194.0|0|0.0|100
0|2021-12-19|10562.0|0|10562.0|0|194.0|0|0.0|100
0|2021-12-20|10610.0|0|10610.0|0|194.0|0|0.0|100
0|2021-12-21|10650.0|0|10650.0|0|195.0|0|0.0|100
0|2021-12-22|10700.0|0|10700.0|0|196.0|0|0.0|100
0|2021-12-23|10770.0|0|10770.0|0|196.0|0|0.0|100
0|2021-12-24|10770.0|0|10770.0|0|196.0|0|0.0|100
0|2021-12-25|10770.0|0|10770.0|0|196.0|0|0.0|100
0|2021-12-26|10770.0|0|10770.0|0|196.0|0|0.0|100
0|2021-12-27|10921.0|0|10921.0|0|196.0|0|0.0|100
0|2021-12-28|10955.0|0|10955.0|0|197.0|0|0.0|100
0|2021-12-29|10985.0|0|10985.0|0|197.0|0|0.0|100
0|2021-12-30|11076.0|0|11076.0|0|202.0|0|0.0|100
0|2021-12-31|11076.0|0|11076.0|0|202.0|0|0.0|100
0|2022-01-01|11076.0|0|11076.0|0|202.0|0|0.0|100
0|2022-01-02|11076.0|0|11076.0|0|202.0|0|0.0|100
0|2022-01-03|11312.0|0|11312.0|0|202.0|0|0.0|100
0|2022-01-04|11359.0|0|11359.0|0|202.0|0|0.0|100
0|2022-01-05|11409.0|0|11409.0|0|202.0|0|0.0|100
0|2022-01-06|11409.0|0|11481.0|0|202.0|0|0.0|100
0|2022-01-07|11601.0|0|11601.0|0|202.0|0|0.0|100
0|2022-01-08|11695.0|0|11695.0|0|202.0|0|0.0|100
0|2022-01-09|11736.0|0|11736.0|0|202.0|0|0.0|100
0|2022-01-10|11829.0|0|11829.0|0|210.0|0|0.0|100
0|2022-01-11|11908.0|0|11908.0|0|210.0|0|0.0|100
0|2022-01-12|11994.0|0|11994.0|0|212.0|0|0.0|100
0|2022-01-13|11994.0|0|12152.0|0|212.0|0|0.0|100
0|2022-01-14|12250.0|0|12250.0|0|213.0|0|0.0|100
0|2022-01-15|12362.0|0|12362.0|0|213.0|0|0.0|100
0|2022-01-16|12462.0|0|12462.0|0|213.0|0|0.0|100
0|2022-01-17|12595.0|0|0.0|100|214.0|0|0.0|100
