|dates|Woodson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Woodson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Woodson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Woodson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Woodson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|438.0|0|438.0|0|10.0|0|0.0|100
0|2021-11-24|438.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-25|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-26|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-27|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-28|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-29|445.0|0|445.0|0|10.0|0|0.0|100
0|2021-11-30|445.0|0|445.0|0|10.0|0|0.0|100
0|2021-12-01|455.0|0|455.0|0|10.0|0|0.0|100
0|2021-12-02|455.0|0|455.0|0|10.0|0|0.0|100
0|2021-12-03|455.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-04|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-05|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-06|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-07|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-08|469.0|0|469.0|0|10.0|0|0.0|100
0|2021-12-09|469.0|0|469.0|0|10.0|0|0.0|100
0|2021-12-10|476.0|0|476.0|0|10.0|0|0.0|100
0|2021-12-11|476.0|0|476.0|0|10.0|0|0.0|100
0|2021-12-12|476.0|0|476.0|0|10.0|0|0.0|100
0|2021-12-13|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-14|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-15|501.0|0|501.0|0|10.0|0|0.0|100
0|2021-12-16|501.0|0|501.0|0|10.0|0|0.0|100
0|2021-12-17|507.0|0|507.0|0|10.0|0|0.0|100
0|2021-12-18|507.0|0|507.0|0|10.0|0|0.0|100
0|2021-12-19|507.0|0|507.0|0|10.0|0|0.0|100
0|2021-12-20|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-21|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-22|539.0|0|539.0|0|10.0|0|0.0|100
0|2021-12-23|539.0|0|539.0|0|10.0|0|0.0|100
0|2021-12-24|539.0|0|539.0|0|10.0|0|0.0|100
0|2021-12-25|539.0|0|539.0|0|10.0|0|0.0|100
0|2021-12-26|539.0|0|539.0|0|10.0|0|0.0|100
0|2021-12-27|557.0|0|557.0|0|10.0|0|0.0|100
0|2021-12-28|557.0|0|557.0|0|10.0|0|0.0|100
0|2021-12-29|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-30|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-31|571.0|0|571.0|0|10.0|0|0.0|100
0|2022-01-01|571.0|0|571.0|0|10.0|0|0.0|100
0|2022-01-02|571.0|0|571.0|0|10.0|0|0.0|100
0|2022-01-03|591.0|0|591.0|0|10.0|0|0.0|100
0|2022-01-04|591.0|0|591.0|0|10.0|0|0.0|100
0|2022-01-05|603.0|0|603.0|0|10.0|0|0.0|100
0|2022-01-06|603.0|0|603.0|0|10.0|0|0.0|100
0|2022-01-07|618.0|0|618.0|0|10.0|0|0.0|100
0|2022-01-08|618.0|0|618.0|0|10.0|0|0.0|100
0|2022-01-09|618.0|0|618.0|0|10.0|0|0.0|100
0|2022-01-10|629.0|0|629.0|0|10.0|0|0.0|100
0|2022-01-11|629.0|0|629.0|0|10.0|0|0.0|100
0|2022-01-12|629.0|0|635.0|0|10.0|0|0.0|100
0|2022-01-13|629.0|0|641.0|0|10.0|0|0.0|100
0|2022-01-14|647.0|0|647.0|0|10.0|0|0.0|100
0|2022-01-15|647.0|0|647.0|0|10.0|0|0.0|100
0|2022-01-16|647.0|0|647.0|0|10.0|0|0.0|100
0|2022-01-17|647.0|0|0.0|100|10.0|0|0.0|100
