|dates|Swisher_Texas_UnitedStates.JHU_ConfirmedCases.data|Swisher_Texas_UnitedStates.JHU_ConfirmedCases.missing|Swisher_Texas_UnitedStates.NYT_ConfirmedCases.data|Swisher_Texas_UnitedStates.NYT_ConfirmedCases.missing|Swisher_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Swisher_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Swisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Swisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1510.0|0|1510.0|0|23.0|0|0.0|100
0|2021-12-11|1515.0|0|1515.0|0|23.0|0|0.0|100
0|2021-12-12|1518.0|0|1518.0|0|25.0|0|0.0|100
0|2021-12-13|1519.0|0|1519.0|0|25.0|0|0.0|100
0|2021-12-14|1519.0|0|1519.0|0|25.0|0|0.0|100
0|2021-12-15|1523.0|0|1523.0|0|25.0|0|0.0|100
0|2021-12-16|1525.0|0|1525.0|0|25.0|0|0.0|100
0|2021-12-17|1530.0|0|1530.0|0|25.0|0|0.0|100
0|2021-12-18|1532.0|0|1532.0|0|25.0|0|0.0|100
0|2021-12-19|1532.0|0|1532.0|0|25.0|0|0.0|100
0|2021-12-20|1532.0|0|1532.0|0|25.0|0|0.0|100
0|2021-12-21|1535.0|0|1535.0|0|25.0|0|0.0|100
0|2021-12-22|1536.0|0|1536.0|0|25.0|0|0.0|100
0|2021-12-23|1540.0|0|1540.0|0|25.0|0|0.0|100
0|2021-12-24|1540.0|0|1540.0|0|25.0|0|0.0|100
0|2021-12-25|1540.0|0|1540.0|0|25.0|0|0.0|100
0|2021-12-26|1540.0|0|1540.0|0|25.0|0|0.0|100
0|2021-12-27|1547.0|0|1547.0|0|25.0|0|0.0|100
0|2021-12-28|1549.0|0|1549.0|0|25.0|0|0.0|100
0|2021-12-29|1554.0|0|1554.0|0|25.0|0|0.0|100
0|2021-12-30|1557.0|0|1557.0|0|25.0|0|0.0|100
0|2021-12-31|1557.0|0|1557.0|0|25.0|0|0.0|100
0|2022-01-01|1557.0|0|1557.0|0|25.0|0|0.0|100
0|2022-01-02|1557.0|0|1557.0|0|25.0|0|0.0|100
0|2022-01-03|1562.0|0|1562.0|0|26.0|0|0.0|100
0|2022-01-04|1565.0|0|1565.0|0|26.0|0|0.0|100
0|2022-01-05|1567.0|0|1567.0|0|26.0|0|0.0|100
0|2022-01-06|1568.0|0|1568.0|0|26.0|0|0.0|100
0|2022-01-07|1576.0|0|1576.0|0|26.0|0|0.0|100
0|2022-01-08|1587.0|0|1587.0|0|27.0|0|0.0|100
0|2022-01-09|1591.0|0|1591.0|0|27.0|0|0.0|100
0|2022-01-10|1596.0|0|1596.0|0|27.0|0|0.0|100
0|2022-01-11|1598.0|0|1598.0|0|27.0|0|0.0|100
0|2022-01-12|1606.0|0|1606.0|0|27.0|0|0.0|100
0|2022-01-13|1606.0|0|1616.0|0|27.0|0|0.0|100
0|2022-01-14|1616.0|0|1771.0|0|27.0|0|0.0|100
0|2022-01-15|1775.0|0|1775.0|0|27.0|0|0.0|100
0|2022-01-16|1779.0|0|1779.0|0|27.0|0|0.0|100
0|2022-01-17|1782.0|0|0.0|100|27.0|0|0.0|100
