|dates|Loudoun_Virginia_UnitedStates.JHU_ConfirmedCases.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Loudoun_Virginia_UnitedStates.NYT_ConfirmedCases.data|Loudoun_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Loudoun_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Loudoun_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|35094.0|0|35094.0|0|302.0|0|0.0|100
0|2021-11-18|35191.0|0|35191.0|0|303.0|0|0.0|100
0|2021-11-19|35260.0|0|35260.0|0|303.0|0|0.0|100
0|2021-11-20|35260.0|0|35260.0|0|303.0|0|0.0|100
0|2021-11-21|35260.0|0|35260.0|0|303.0|0|0.0|100
0|2021-11-22|35455.0|0|35455.0|0|303.0|0|0.0|100
0|2021-11-23|35514.0|0|35514.0|0|303.0|0|0.0|100
0|2021-11-24|35585.0|0|35585.0|0|303.0|0|0.0|100
0|2021-11-25|35641.0|0|35641.0|0|303.0|0|0.0|100
0|2021-11-26|35699.0|0|35699.0|0|303.0|0|0.0|100
0|2021-11-27|35699.0|0|35699.0|0|303.0|0|0.0|100
0|2021-11-28|35699.0|0|35699.0|0|303.0|0|0.0|100
0|2021-11-29|35847.0|0|35847.0|0|303.0|0|0.0|100
0|2021-11-30|35934.0|0|35934.0|0|303.0|0|0.0|100
0|2021-12-01|36064.0|0|36064.0|0|304.0|0|0.0|100
0|2021-12-02|36186.0|0|36186.0|0|304.0|0|0.0|100
0|2021-12-03|36292.0|0|36292.0|0|304.0|0|0.0|100
0|2021-12-04|36292.0|0|36292.0|0|304.0|0|0.0|100
0|2021-12-05|36292.0|0|36292.0|0|304.0|0|0.0|100
0|2021-12-06|36571.0|0|36571.0|0|304.0|0|0.0|100
0|2021-12-07|36677.0|0|36677.0|0|304.0|0|0.0|100
0|2021-12-08|36816.0|0|36816.0|0|304.0|0|0.0|100
0|2021-12-09|36928.0|0|36928.0|0|304.0|0|0.0|100
0|2021-12-10|37054.0|0|37054.0|0|304.0|0|0.0|100
0|2021-12-11|37054.0|0|37054.0|0|304.0|0|0.0|100
0|2021-12-12|37054.0|0|37054.0|0|304.0|0|0.0|100
0|2021-12-13|37384.0|0|37384.0|0|305.0|0|0.0|100
0|2021-12-14|37384.0|0|37530.0|0|305.0|0|0.0|100
0|2021-12-15|37708.0|0|37708.0|0|307.0|0|0.0|100
0|2021-12-16|37893.0|0|37893.0|0|306.0|0|0.0|100
0|2021-12-17|38086.0|0|38086.0|0|308.0|0|0.0|100
0|2021-12-18|38086.0|0|38086.0|0|308.0|0|0.0|100
0|2021-12-19|38086.0|0|38086.0|0|308.0|0|0.0|100
0|2021-12-20|38086.0|0|38699.0|0|308.0|0|0.0|100
0|2021-12-21|39045.0|0|39045.0|0|307.0|0|0.0|100
0|2021-12-22|39481.0|0|39481.0|0|307.0|0|0.0|100
0|2021-12-23|39898.0|0|39898.0|0|307.0|0|0.0|100
0|2021-12-24|40503.0|0|40503.0|0|309.0|0|0.0|100
0|2021-12-25|40503.0|0|40503.0|0|309.0|0|0.0|100
0|2021-12-26|40503.0|0|40503.0|0|309.0|0|0.0|100
0|2021-12-27|41565.0|0|41565.0|0|309.0|0|0.0|100
0|2021-12-28|42080.0|0|42080.0|0|312.0|0|0.0|100
0|2021-12-29|42751.0|0|42751.0|0|312.0|0|0.0|100
0|2021-12-30|43392.0|0|43392.0|0|314.0|0|0.0|100
0|2021-12-31|44607.0|0|44607.0|0|314.0|0|0.0|100
0|2022-01-01|44607.0|0|44607.0|0|314.0|0|0.0|100
0|2022-01-02|44607.0|0|44607.0|0|314.0|0|0.0|100
0|2022-01-03|46772.0|0|46772.0|0|314.0|0|0.0|100
0|2022-01-04|47513.0|0|47513.0|0|314.0|0|0.0|100
0|2022-01-05|48419.0|0|48419.0|0|314.0|0|0.0|100
0|2022-01-06|49295.0|0|49295.0|0|314.0|0|0.0|100
0|2022-01-07|50276.0|0|50276.0|0|314.0|0|0.0|100
0|2022-01-08|50276.0|0|50276.0|0|314.0|0|0.0|100
0|2022-01-09|50276.0|0|50276.0|0|314.0|0|0.0|100
0|2022-01-10|52772.0|0|52772.0|0|314.0|0|0.0|100
0|2022-01-11|53685.0|0|53685.0|0|315.0|0|0.0|100
0|2022-01-12|54613.0|0|54613.0|0|315.0|0|0.0|100
0|2022-01-13|54613.0|0|55231.0|0|315.0|0|0.0|100
0|2022-01-14|55773.0|0|55773.0|0|315.0|0|0.0|100
0|2022-01-15|55773.0|0|55773.0|0|315.0|0|0.0|100
0|2022-01-16|55773.0|0|55773.0|0|315.0|0|0.0|100
0|2022-01-17|57390.0|0|0.0|100|315.0|0|0.0|100
