|dates|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedCases.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedCases.missing|ColonialHeights_Virginia_UnitedStates.NYT_ConfirmedCases.data|ColonialHeights_Virginia_UnitedStates.NYT_ConfirmedCases.missing|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|ColonialHeights_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|2785.0|0|2785.0|0|70.0|0|0.0|100
0|2021-12-20|2807.0|0|2807.0|0|70.0|0|0.0|100
0|2021-12-21|2826.0|0|2826.0|0|70.0|0|0.0|100
0|2021-12-22|2837.0|0|2837.0|0|71.0|0|0.0|100
0|2021-12-23|2845.0|0|2845.0|0|71.0|0|0.0|100
0|2021-12-24|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2021-12-25|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2021-12-26|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2021-12-27|2925.0|0|2925.0|0|71.0|0|0.0|100
0|2021-12-28|2963.0|0|2963.0|0|71.0|0|0.0|100
0|2021-12-29|3000.0|0|3000.0|0|71.0|0|0.0|100
0|2021-12-30|3040.0|0|3040.0|0|71.0|0|0.0|100
0|2021-12-31|3095.0|0|3095.0|0|71.0|0|0.0|100
0|2022-01-01|3095.0|0|3095.0|0|71.0|0|0.0|100
0|2022-01-02|3095.0|0|3095.0|0|71.0|0|0.0|100
0|2022-01-03|3206.0|0|3206.0|0|71.0|0|0.0|100
0|2022-01-04|3260.0|0|3260.0|0|71.0|0|0.0|100
0|2022-01-05|3313.0|0|3313.0|0|71.0|0|0.0|100
0|2022-01-06|3364.0|0|3364.0|0|71.0|0|0.0|100
0|2022-01-07|3406.0|0|3406.0|0|71.0|0|0.0|100
0|2022-01-08|3406.0|0|3406.0|0|71.0|0|0.0|100
0|2022-01-09|3406.0|0|3406.0|0|71.0|0|0.0|100
0|2022-01-10|3557.0|0|3557.0|0|71.0|0|0.0|100
0|2022-01-11|3592.0|0|3592.0|0|71.0|0|0.0|100
0|2022-01-12|3657.0|0|3657.0|0|71.0|0|0.0|100
0|2022-01-13|3657.0|0|3704.0|0|71.0|0|0.0|100
0|2022-01-14|3772.0|0|3772.0|0|72.0|0|0.0|100
0|2022-01-15|3772.0|0|3772.0|0|72.0|0|0.0|100
0|2022-01-16|3772.0|0|3772.0|0|72.0|0|0.0|100
0|2022-01-17|3908.0|0|0.0|100|72.0|0|0.0|100
