|dates|Rankin_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Rankin_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Rankin_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Rankin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Rankin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|22521.0|0|22521.0|0|404.0|0|0.0|100
0|2021-12-02|22553.0|0|22553.0|0|404.0|0|0.0|100
0|2021-12-03|22565.0|0|22565.0|0|405.0|0|0.0|100
0|2021-12-04|22565.0|0|22565.0|0|405.0|0|0.0|100
0|2021-12-05|22565.0|0|22565.0|0|405.0|0|0.0|100
0|2021-12-06|22593.0|0|22593.0|0|405.0|0|0.0|100
0|2021-12-07|22621.0|0|22621.0|0|405.0|0|0.0|100
0|2021-12-08|22635.0|0|22635.0|0|405.0|0|0.0|100
0|2021-12-09|22688.0|0|22688.0|0|405.0|0|0.0|100
0|2021-12-10|22699.0|0|22699.0|0|405.0|0|0.0|100
0|2021-12-11|22699.0|0|22699.0|0|405.0|0|0.0|100
0|2021-12-12|22699.0|0|22699.0|0|405.0|0|0.0|100
0|2021-12-13|22731.0|0|22731.0|0|406.0|0|0.0|100
0|2021-12-14|22731.0|0|22740.0|0|406.0|0|0.0|100
0|2021-12-15|22765.0|0|22765.0|0|407.0|0|0.0|100
0|2021-12-16|22801.0|0|22801.0|0|407.0|0|0.0|100
0|2021-12-17|22891.0|0|22891.0|0|407.0|0|0.0|100
0|2021-12-18|22891.0|0|22891.0|0|407.0|0|0.0|100
0|2021-12-19|22891.0|0|22891.0|0|407.0|0|0.0|100
0|2021-12-20|22990.0|0|22990.0|0|407.0|0|0.0|100
0|2021-12-21|23030.0|0|23030.0|0|408.0|0|0.0|100
0|2021-12-22|23104.0|0|23104.0|0|408.0|0|0.0|100
0|2021-12-23|23104.0|0|23104.0|0|408.0|0|0.0|100
0|2021-12-24|23104.0|0|23104.0|0|408.0|0|0.0|100
0|2021-12-25|23104.0|0|23104.0|0|408.0|0|0.0|100
0|2021-12-26|23104.0|0|23104.0|0|408.0|0|0.0|100
0|2021-12-27|23618.0|0|23618.0|0|408.0|0|0.0|100
0|2021-12-28|23735.0|0|23735.0|0|408.0|0|0.0|100
0|2021-12-29|23980.0|0|23980.0|0|409.0|0|0.0|100
0|2021-12-30|24292.0|0|24292.0|0|409.0|0|0.0|100
0|2021-12-31|24292.0|0|24292.0|0|409.0|0|0.0|100
0|2022-01-01|24292.0|0|24292.0|0|409.0|0|0.0|100
0|2022-01-02|24292.0|0|24292.0|0|409.0|0|0.0|100
0|2022-01-03|25481.0|0|25481.0|0|409.0|0|0.0|100
0|2022-01-04|25681.0|0|25681.0|0|414.0|0|0.0|100
0|2022-01-05|25943.0|0|25943.0|0|414.0|0|0.0|100
0|2022-01-06|26205.0|0|26205.0|0|415.0|0|0.0|100
0|2022-01-07|26485.0|0|26485.0|0|417.0|0|0.0|100
0|2022-01-08|26485.0|0|26485.0|0|417.0|0|0.0|100
0|2022-01-09|26485.0|0|26485.0|0|417.0|0|0.0|100
0|2022-01-10|26485.0|0|27006.0|0|417.0|0|0.0|100
0|2022-01-11|27687.0|0|27687.0|0|417.0|0|0.0|100
0|2022-01-12|27687.0|0|27837.0|0|417.0|0|0.0|100
0|2022-01-13|27687.0|0|28282.0|0|417.0|0|0.0|100
0|2022-01-14|28534.0|0|28534.0|0|418.0|0|0.0|100
0|2022-01-15|28534.0|0|28534.0|0|418.0|0|0.0|100
0|2022-01-16|28534.0|0|28534.0|0|418.0|0|0.0|100
0|2022-01-17|28534.0|0|0.0|100|418.0|0|0.0|100
