|dates|Chaves_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Chaves_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Chaves_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Chaves_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Chaves_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Chaves_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|14768.0|0|14933.0|0|224.0|0|0.0|100
0|2021-12-18|14768.0|0|14998.0|0|224.0|0|0.0|100
0|2021-12-19|14768.0|0|14998.0|0|224.0|0|0.0|100
0|2021-12-20|14861.0|0|15091.0|0|225.0|0|0.0|100
0|2021-12-21|14891.0|0|15121.0|0|227.0|0|0.0|100
0|2021-12-22|14957.0|0|15187.0|0|230.0|0|0.0|100
0|2021-12-23|15014.0|0|15244.0|0|231.0|0|0.0|100
0|2021-12-24|15014.0|0|15244.0|0|231.0|0|0.0|100
0|2021-12-25|15014.0|0|15244.0|0|231.0|0|0.0|100
0|2021-12-26|15014.0|0|15244.0|0|231.0|0|0.0|100
0|2021-12-27|15183.0|0|15413.0|0|232.0|0|0.0|100
0|2021-12-28|15210.0|0|15440.0|0|232.0|0|0.0|100
0|2021-12-29|15247.0|0|15477.0|0|232.0|0|0.0|100
0|2021-12-30|15403.0|0|15633.0|0|233.0|0|0.0|100
0|2021-12-31|15403.0|0|15633.0|0|233.0|0|0.0|100
0|2022-01-01|15403.0|0|15633.0|0|233.0|0|0.0|100
0|2022-01-02|15403.0|0|15633.0|0|233.0|0|0.0|100
0|2022-01-03|15694.0|0|15924.0|0|233.0|0|0.0|100
0|2022-01-04|15740.0|0|15970.0|0|234.0|0|0.0|100
0|2022-01-05|15776.0|0|16006.0|0|236.0|0|0.0|100
0|2022-01-06|15835.0|0|16065.0|0|238.0|0|0.0|100
0|2022-01-07|15874.0|0|16104.0|0|238.0|0|0.0|100
0|2022-01-08|15874.0|0|16104.0|0|238.0|0|0.0|100
0|2022-01-09|15874.0|0|16104.0|0|238.0|0|0.0|100
0|2022-01-10|16013.0|0|16243.0|0|240.0|0|0.0|100
0|2022-01-11|16156.0|0|16386.0|0|244.0|0|0.0|100
0|2022-01-12|17000.0|0|17230.0|0|246.0|0|0.0|100
0|2022-01-13|17000.0|0|17469.0|0|246.0|0|0.0|100
0|2022-01-14|17426.0|0|17656.0|0|252.0|0|0.0|100
0|2022-01-15|17426.0|0|17656.0|0|252.0|0|0.0|100
0|2022-01-16|17426.0|0|17656.0|0|252.0|0|0.0|100
0|2022-01-17|17426.0|0|0.0|100|252.0|0|0.0|100
