|dates|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.data|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Greene_Alabama_UnitedStates.NYT_ConfirmedCases.data|Greene_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|1312.0|0|1312.0|0|45.0|0|0.0|100
0|2021-12-17|1313.0|0|1313.0|0|45.0|0|0.0|100
0|2021-12-18|1313.0|0|1313.0|0|45.0|0|0.0|100
0|2021-12-19|1313.0|0|1313.0|0|45.0|0|0.0|100
0|2021-12-20|1313.0|0|1313.0|0|45.0|0|0.0|100
0|2021-12-21|1316.0|0|1316.0|0|45.0|0|0.0|100
0|2021-12-22|1317.0|0|1317.0|0|45.0|0|0.0|100
0|2021-12-23|1322.0|0|1322.0|0|45.0|0|0.0|100
0|2021-12-24|1327.0|0|1327.0|0|45.0|0|0.0|100
0|2021-12-25|1328.0|0|1328.0|0|45.0|0|0.0|100
0|2021-12-26|1328.0|0|1328.0|0|45.0|0|0.0|100
0|2021-12-27|1328.0|0|1328.0|0|45.0|0|0.0|100
0|2021-12-28|1331.0|0|1331.0|0|45.0|0|0.0|100
0|2021-12-29|1346.0|0|1346.0|0|45.0|0|0.0|100
0|2021-12-30|1357.0|0|1357.0|0|45.0|0|0.0|100
0|2021-12-31|1367.0|0|1367.0|0|45.0|0|0.0|100
0|2022-01-01|1367.0|0|1367.0|0|45.0|0|0.0|100
0|2022-01-02|1380.0|0|1380.0|0|45.0|0|0.0|100
0|2022-01-03|1384.0|0|1384.0|0|45.0|0|0.0|100
0|2022-01-04|1388.0|0|1388.0|0|45.0|0|0.0|100
0|2022-01-05|1393.0|0|1393.0|0|45.0|0|0.0|100
0|2022-01-06|1409.0|0|1409.0|0|46.0|0|0.0|100
0|2022-01-07|1429.0|0|1429.0|0|46.0|0|0.0|100
0|2022-01-08|1446.0|0|1446.0|0|47.0|0|0.0|100
0|2022-01-09|1456.0|0|1456.0|0|47.0|0|0.0|100
0|2022-01-10|1466.0|0|1466.0|0|47.0|0|0.0|100
0|2022-01-11|1479.0|0|1479.0|0|47.0|0|0.0|100
0|2022-01-12|1493.0|0|1493.0|0|47.0|0|0.0|100
0|2022-01-13|1493.0|0|1493.0|0|47.0|0|0.0|100
0|2022-01-14|1493.0|0|1493.0|0|47.0|0|0.0|100
0|2022-01-15|1493.0|0|1493.0|0|47.0|0|0.0|100
0|2022-01-16|1564.0|0|1564.0|0|47.0|0|0.0|100
0|2022-01-17|1568.0|0|0.0|100|47.0|0|0.0|100
